"","DIRECTORIO","SECUENCIA_ENCUESTA","Satisfaccion_vivienda","Satisfaccion_educacion","Satisfaccion_salud","Satisfaccion_servicios_hogar","Satisfaccion_tecnologia","Satisfaccion_composicion_hogar","satisfaccion_total"
"9748",7324438,1,60.6,60,67.5,62,23,76,4
"9751",7324441,1,90.9,60,72.5,63,31,81,7
"9752",7324442,1,63.63,60,65.5,67,23,35,8
"9753",7324442,2,63.63,60,70,0,23,57,2
"9754",7324452,1,36.36,60,62,57,54,38,8
"9755",7324463,1,54.54,60,56,60,54,50,7
"9756",7324463,2,54.54,60,68.5,0,53,76,8
"9757",7324466,1,45.45,60,66.5,63,36,91,10
"9758",7324473,1,78.78,60,71.5,63,16,91,8
"9759",7324473,2,78.78,44,71,0,3,91,7
"9760",7324478,1,63.63,60,75,64,23,91,8
"9761",7324478,2,63.63,60,75,0,51,91,8
"9762",7324487,3,66.66,60,61.5,0,44,64,9
"9763",7324489,1,63.63,60,72,69,23,64,8
"9764",7324490,1,63.63,44,70,67,3,86,7
"9766",7324507,1,78.78,60,59,65,3,86,7
"9767",7324508,1,54.54,80,68.5,69,23,91,5
"9768",7324509,1,72.72,60,74,69,16,58,5
"9770",7324513,1,90.9,60,71,61,3,76,6
"9771",7324514,5,81.81,60,75,0,23,91,8
"9772",7324515,2,87.87,60,60.5,0,23,65,8
"9773",7324518,1,54.54,60,74,56,21,91,8
"9774",7324518,2,54.54,60,69.5,0,3,71,8
"9775",7324520,1,81.81,60,72.5,63,3,91,8
"9776",7324524,1,78.78,60,72.5,70,23,91,8
"9777",7324525,1,90.9,44,55.5,67,23,79,7
"9778",7324526,5,81.81,60,71,0,23,91,8
"9781",7324533,1,36.36,60,71,69,16,91,7
"9782",7324534,1,36.36,44,71.5,69,3,84,8
"9786",7324542,1,81.81,60,72,59,3,86,8
"9789",7324577,1,54.54,60,68.5,59,3,81,5
"9790",7324577,2,54.54,60,68.5,0,23,91,10
"9791",7324583,2,42.42,60,68.5,0,3,91,10
"9793",7324590,1,57.57,60,68.5,59,3,91,10
"9794",7324593,1,48.48,60,75,59,54,91,10
"9795",7324598,1,45.45,60,75,52,54,91,7
"9796",7324598,2,45.45,44,65.5,0,60,81,7
"9797",7324609,6,36.36,60,73,0,65,66,8
"9798",7324610,1,51.51,60,70.5,55,56,59,8
"9799",7324612,1,51.51,60,70,60,56,66,8
"9800",7324612,2,51.51,44,63,0,56,91,8
"9802",7324620,2,42.42,60,75,0,56,91,4
"9803",7324623,1,48.48,44,73.5,57,54,91,9
"9804",7324623,2,48.48,60,68,0,54,69,6
"9805",7324624,1,63.63,44,71,55,55,66,3
"9806",7324625,1,49.99,60,70,59,52,81,8
"9807",7324628,1,42.42,44,62.5,58,54,91,8
"9808",7324628,2,42.42,60,67,0,53,86,8
"9809",7324630,1,42.42,44,71.5,61,54,67,7
"9811",7324635,1,51.51,60,72,36,23,91,6
"9812",7324639,1,45.45,60,65.5,52,52,91,8
"9813",7324645,1,36.36,60,69,51,3,91,4
"9814",7324691,1,87.87,44,72,56,52,76,7
"9817",7324697,1,81.81,80,74,69,44,91,7
"9818",7324698,1,36.36,60,58,66,44,23,6
"9819",7324698,2,36.36,60,66.5,0,54,76,10
"9820",7324700,1,33.33,44,71,69,59,66,10
"9821",7324704,1,36.36,60,72,66,44,91,5
"9822",7324704,2,36.36,44,67,0,16,86,5
"9823",7324706,1,33.33,44,71,67,58,81,5
"9827",7324713,2,54.54,60,75,0,55,82,6
"9828",7324714,1,51.51,44,67,69,51,77,7
"9830",7324716,1,63.63,60,64,52,68,86,6
"9831",7324716,2,63.63,60,68,0,16,65,9
"9832",7324719,1,66.66,44,69,64,54,76,9
"9833",7324721,1,87.87,60,71,61,52,81,8
"9834",7324721,2,87.87,60,73,0,3,81,6
"9835",7324727,2,90.9,60,65,0,51,91,8
"9836",7324733,1,63.63,44,61.5,69,23,91,10
"9837",7324735,5,66.66,44,60.5,0,23,81,8
"9838",7324737,1,90.9,60,70,69,23,91,8
"9840",7324739,1,60.6,60,61.5,68,52,91,8
"9841",7324741,1,51.51,100,65.5,52,23,91,8
"9842",7324741,3,51.51,60,68,0,23,91,8
"9845",7324742,3,51.51,60,71,0,36,87,0
"9846",7324743,1,48.48,60,71,69,36,79,8
"9847",7324746,1,54.54,44,71,66,64,91,8
"9850",7324749,1,54.54,44,69,62,52,91,8
"9851",7324750,1,54.54,44,73,69,3,82,9
"9852",7324753,1,45.45,44,71,57,31,91,9
"9855",7324758,1,42.42,44,70,48,23,86,7
"9856",7324758,2,42.42,44,71,0,52,86,9
"9857",7324761,1,51.51,60,67.5,58,52,86,8
"9858",7324763,1,42.42,60,69.5,56,62,91,6
"9859",7324763,2,42.42,60,74,0,66,91,7
"9861",7324765,1,42.42,44,59,67,3,67,4
"9862",7324765,2,42.42,44,71,0,52,91,4
"9863",7324765,5,42.42,44,71,0,58,86,9
"9864",7324769,1,51.51,60,58,69,52,70,9
"9865",7324771,1,51.51,44,55.5,66,52,91,6
"9866",7324771,2,51.51,44,74,0,21,76,8
"9867",7324777,1,54.54,60,66.5,66,36,91,8
"9868",7324778,1,54.54,60,66,48,57,50,7
"9869",7324780,1,54.54,60,71,60,52,91,8
"9870",7324780,2,54.54,60,72,0,52,91,8
"9871",7324783,1,54.54,80,75,69,21,91,6
"9872",7324783,2,54.54,60,68.5,0,23,91,7
"9874",7324792,2,60.6,60,73,0,3,84,8
"9875",7324796,1,48.48,44,67,47,23,76,10
"9876",7324799,1,51.51,44,64.5,52,24,81,5
"9877",7324800,1,30.3,60,74,66,24,91,4
"9879",7324801,1,57.57,44,69,66,1,81,6
"9880",7324803,1,30.3,60,75,66,3,81,5
"9881",7324808,1,39.39,60,70.5,67,23,59,8
"9882",7324808,2,39.39,60,74,0,23,59,6
"9884",7324810,2,30.3,60,75,0,53,91,7
"9885",7324811,1,39.39,60,70,69,31,86,10
"9886",7324811,2,39.39,60,70,0,23,67,10
"9887",7324817,1,30.3,60,66.5,66,3,91,7
"9888",7324817,2,30.3,44,71,0,23,91,5
"9889",7324821,2,39.39,44,74,0,23,64,7
"9890",7324822,1,48.48,60,70,69,23,61,7
"9891",7324828,1,60.6,44,60.5,66,3,81,8
"9892",7324834,1,57.57,44,68.5,57,21,56,7
"9894",7324847,1,48.48,60,67.5,51,3,50,10
"9895",7324847,2,48.48,60,64.5,0,3,81,10
"9896",7324851,1,60.6,80,70.5,67,3,71,6
"9897",7324859,1,57.57,60,66.5,64,23,53,9
"9898",7324861,1,63.63,60,68.5,63,1,77,10
"9899",7324864,1,51.51,44,76,57,16,91,10
"9900",7324869,1,51.51,60,75,69,23,79,5
"9901",7324873,1,63.63,44,75,66,23,91,10
"9902",7324884,1,66.66,60,70,70,3,66,8
"9903",7324889,7,63.63,44,63.5,0,3,57,8
"9904",7324890,1,69.69,60,58.5,64,23,77,7
"9906",7324895,1,72.72,60,68.5,54,31,82,3
"9907",7324895,2,72.72,44,72.5,0,31,91,8
"9908",7324896,5,72.72,60,55.5,0,21,27,10
"9909",7324896,6,72.72,60,65.5,0,44,62,10
"9910",7324897,1,72.72,60,71,65,3,81,10
"9911",7324899,1,75.75,80,67,58,3,91,7
"9912",7324903,1,48.48,44,57.5,72,23,67,8
"9914",7324922,1,33.33,60,72,69,36,91,10
"9915",7324923,1,36.36,60,74,65,21,86,10
"9916",7324924,1,42.42,44,41,69,3,38,10
"9917",7324932,1,51.51,44,75,69,23,91,10
"9918",7324935,1,36.36,60,69,69,52,91,10
"9919",7324937,1,36.36,60,70,69,52,91,9
"9920",7324937,2,36.36,44,65.5,0,23,57,9
"9921",7324938,1,51.51,44,68,69,54,91,8
"9922",7324939,1,51.51,44,56,51,3,91,10
"9925",7324969,2,42.42,44,75,0,36,91,7
"9926",7324971,1,42.42,44,68.5,64,44,81,8
"9927",7324977,1,30.3,60,65.5,62,36,79,7
"9928",7324977,2,30.3,60,67,0,36,80,7
"9929",7324981,1,42.42,60,65.5,60,3,48,7
"9930",7324981,5,42.42,44,64.5,0,23,91,6
"9931",7324990,1,78.78,100,59.5,62,23,59,8
"9932",7324991,1,90.9,60,63,69,23,74,8
"9935",7324995,1,66.66,80,73,50,23,77,8
"9936",7324995,2,66.66,60,72.5,0,23,77,9
"9937",7324996,1,78.78,80,72,54,23,91,7
"9938",7324997,1,84.84,60,71.5,61,36,50,10
"9939",7324998,1,72.72,100,67.5,57,16,82,8
"9940",7325001,1,78.78,60,74,54,36,64,8
"9941",7325002,1,81.81,80,63,69,23,48,7
"9942",7325002,4,81.81,60,67.5,0,3,77,9
"9943",7325006,1,81.81,60,69.5,53,36,57,8
"9944",7325006,2,81.81,60,63,0,36,62,8
"9945",7325008,1,72.72,60,65.5,69,21,51,5
"9946",7325008,2,72.72,60,65.5,0,36,37,10
"9949",7325017,1,81.81,100,69,56,53,42,8
"9950",7325017,2,81.81,100,55.5,0,21,53,8
"9951",7325024,1,78.78,80,55.5,49,1,28,8
"9952",7325024,2,78.78,60,51,0,3,42,8
"9953",7325026,1,75.75,80,69,54,36,57,10
"9954",7325026,2,75.75,60,65.5,0,16,70,8
"9957",7325027,2,78.78,80,71,0,36,91,10
"9958",7325028,1,75.75,80,70,67,21,86,6
"9959",7325029,3,81.81,60,67,0,36,81,9
"9960",7325030,1,90.9,60,68.5,66,36,86,7
"9961",7325035,1,78.78,60,63,69,16,59,6
"9962",7325036,1,81.81,60,69.5,69,21,50,10
"9963",7325036,2,81.81,60,75,0,21,91,8
"9964",7325037,1,90.9,60,71,43,3,81,10
"9965",7325038,1,81.81,100,63,56,36,72,7
"9966",7325038,2,81.81,80,63,0,3,82,8
"9967",7325039,1,81.81,80,63,66,1,91,4
"9968",7325040,1,75.75,60,60.5,64,3,81,6
"9969",7325040,2,75.75,60,67,0,23,91,10
"9970",7325042,1,66.66,60,66,69,1,54,7
"9971",7325042,2,66.66,60,75,0,1,76,7
"9972",7325043,1,87.87,60,68,53,23,43,6
"9973",7325043,2,87.87,60,56.5,0,64,37,7
"9974",7325043,3,87.87,44,70.5,0,3,61,8
"9975",7325047,1,42.42,44,69,63,3,40,8
"9976",7325048,1,54.54,60,67,69,23,46,8
"9977",7325049,1,54.54,80,71,66,3,62,10
"9978",7325050,2,54.54,44,71,0,23,81,9
"9979",7325054,1,51.51,60,63.5,66,21,62,7
"9980",7325055,1,42.42,60,70.5,64,3,48,8
"9981",7325057,1,51.51,60,66,68,23,33,8
"9982",7325058,3,54.54,44,67,0,23,76,7
"9983",7325068,2,72.72,60,69,0,23,45,7
"9984",7325073,1,69.69,80,69,59,3,66,7
"9985",7325075,1,72.72,60,48.5,53,21,61,8
"9986",7325085,1,60.6,60,66,63,23,49,8
"9987",7325088,1,39.39,60,66,56,23,67,8
"9988",7325090,3,81.81,44,63.5,0,3,60,7
"9989",7325092,2,72.72,60,71,0,23,91,8
"9990",7325100,1,78.78,60,62,52,23,65,9
"9991",7325103,1,78.78,44,65,53,23,91,9
"9992",7325105,3,69.69,44,58,0,3,81,9
"9994",7325115,1,72.72,44,71,43,3,71,6
"9995",7325117,1,81.81,44,65.5,48,3,71,6
"9996",7325117,2,81.81,60,71.5,0,23,66,6
"9997",7325118,1,81.81,60,71,50,23,65,6
"9999",7325126,2,81.81,100,67,0,23,84,9
"10000",7325127,1,81.81,60,68,57,23,76,9
"10001",7325127,2,81.81,60,67.5,0,56,38,9
"10003",7325128,2,81.81,100,68,0,72,91,8
"10004",7325129,2,81.81,44,69.5,0,51,86,8
"10005",7325138,1,81.81,60,70,51,3,76,9
"10006",7325138,2,81.81,60,59,0,23,33,6
"10007",7325140,1,81.81,60,68,53,16,31,4
"10008",7325141,1,81.81,60,71,52,3,86,9
"10009",7325143,1,81.81,60,65,58,23,91,9
"10010",7325146,1,75.75,60,62.5,56,3,76,9
"10011",7325158,1,78.78,44,72.5,60,16,72,8
"10012",7325159,1,81.81,60,58,58,23,76,7
"10013",7325162,3,69.69,60,67.5,0,23,91,5
"10014",7325163,1,81.81,80,66.5,58,3,91,5
"10016",7325164,1,90.9,60,45,58,3,56,9
"10017",7325169,4,63.63,60,66,0,3,69,9
"10018",7325174,6,90.9,60,71,0,3,81,9
"10020",7325184,1,42.42,60,70,64,3,84,9
"10021",7325188,1,45.45,44,70,56,3,28,9
"10022",7325188,2,45.45,44,68,0,36,33,9
"10023",7325191,1,42.42,60,70,62,44,28,6
"10024",7325191,2,42.42,44,72,0,3,38,5
"10025",7325193,1,81.81,60,71,40,23,81,10
"10026",7325193,2,81.81,80,66,0,31,51,4
"10027",7325194,1,81.81,60,66,43,51,38,6
"10028",7325194,2,81.81,60,67,0,61,86,3
"10030",7325207,1,81.81,80,68.5,64,23,71,9
"10031",7325208,1,90.9,60,63,62,23,67,9
"10032",7325210,1,78.78,60,71,63,55,82,9
"10035",7325224,1,87.87,60,63,61,16,86,7
"10036",7325224,2,87.87,60,65.5,0,3,57,8
"10037",7325226,1,78.78,60,68.5,66,36,66,10
"10038",7325237,1,72.72,60,67.5,69,36,45,8
"10039",7325240,1,66.66,60,69,66,16,86,8
"10040",7325245,1,78.78,60,65.5,62,3,54,8
"10042",7325251,2,42.42,60,75,0,36,81,10
"10043",7325255,1,72.72,60,75,68,52,91,7
"10044",7325262,1,84.84,60,76,65,16,91,8
"10045",7325263,1,69.69,60,75,69,36,91,8
"10046",7325269,2,72.72,44,75,0,3,91,8
"10049",7325283,1,78.78,60,71,69,3,35,9
"10050",7325284,2,69.69,60,66,0,36,64,9
"10051",7325288,1,78.78,60,75,65,51,38,6
"10052",7325295,1,75.75,60,67.5,69,31,76,9
"10053",7325297,2,34.84,60,61,0,3,57,8
"10054",7325316,1,81.81,80,75,56,1,69,7
"10055",7325328,2,72.72,60,69,0,3,91,8
"10056",7325337,1,81.81,60,71,69,3,91,8
"10057",7325337,2,81.81,60,69.5,0,3,91,9
"10058",7325339,1,72.72,60,67,68,3,91,7
"10059",7325356,1,57.57,60,68.5,64,16,91,6
"10060",7325364,1,42.42,60,68.5,64,36,91,8
"10061",7325364,2,42.42,60,66,0,1,44,6
"10062",7325368,1,27.27,60,58.5,46,3,28,7
"10064",7325387,1,39.39,60,68.5,51,54,55,7
"10065",7325387,2,39.39,44,64.5,0,51,76,8
"10067",7325389,2,33.33,44,71,0,59,50,7
"10068",7325391,1,75.75,80,71,62,59,52,8
"10069",7325397,1,60.6,60,71,61,60,33,8
"10071",7325417,2,63.63,60,64,0,80,91,9
"10072",7325424,1,81.81,60,67.5,46,51,76,8
"10074",7325435,1,72.72,60,57,44,31,70,9
"10075",7325438,1,69.69,60,71,50,60,86,7
"10076",7325440,1,69.69,80,67.5,43,54,77,8
"10077",7325440,2,69.69,64,65,0,23,48,8
"10079",7325448,1,57.57,60,75,62,23,82,7
"10080",7325452,1,63.63,60,67.5,66,56,91,7
"10081",7325454,1,51.51,60,71,59,65,82,10
"10082",7325466,1,81.81,60,67.5,56,56,84,10
"10083",7325467,1,63.63,80,71,55,63,79,9
"10084",7325467,2,63.63,60,67.5,0,56,81,7
"10085",7325473,1,72.72,60,68.5,51,3,82,8
"10086",7325480,1,72.72,60,70,65,3,81,8
"10087",7325489,1,72.72,100,71,66,36,62,6
"10088",7325495,5,66.66,60,68,0,68,65,10
"10089",7325497,1,72.72,60,50.5,69,62,38,10
"10091",7325506,1,75.75,60,70,69,3,61,8
"10092",7325506,2,75.75,60,68.5,0,29,33,8
"10093",7325512,1,90.9,44,58.5,69,23,66,10
"10094",7325520,1,63.63,60,67.5,61,23,91,10
"10096",7325525,1,66.66,80,71,59,23,91,9
"10098",7325532,1,81.81,60,71,47,56,91,9
"10099",7325532,2,81.81,60,71,0,61,91,8
"10100",7325550,3,63.63,44,71,0,21,57,6
"10102",7325570,1,90.9,60,64.5,39,21,91,8
"10103",7325571,1,87.87,80,75,59,21,91,7
"10104",7325573,3,84.84,60,71,0,36,91,10
"10105",7325574,1,78.78,60,72,49,16,91,10
"10106",7325588,1,63.63,60,63,59,3,86,8
"10107",7325588,2,63.63,60,70,0,3,91,9
"10108",7325593,1,54.54,60,73,64,3,86,6
"10109",7325593,2,54.54,60,71,0,58,91,6
"10110",7325594,1,69.69,60,67.5,68,3,62,8
"10111",7325594,2,69.69,60,63,0,21,23,8
"10112",7325594,3,69.69,60,71,0,54,91,8
"10113",7325597,1,48.48,60,65,52,23,81,8
"10117",7325605,2,60.6,60,70,0,36,71,7
"10118",7325619,2,51.51,60,67,0,16,91,9
"10119",7325621,2,72.72,60,67,0,36,91,9
"10120",7325622,1,60.6,44,68,67,3,79,8
"10121",7325622,2,60.6,60,68.5,0,36,91,9
"10124",7325636,1,63.63,60,69.5,64,36,81,3
"10125",7325636,2,63.63,60,69,0,23,91,2
"10126",7325641,1,27.27,44,71,67,1,86,7
"10127",7325648,1,39.39,44,68,66,1,91,5
"10130",7325652,1,36.36,60,68.5,67,74,65,7
"10131",7325653,1,48.48,44,70,66,72,45,5
"10132",7325655,1,30.3,44,63,71,23,54,7
"10133",7325658,1,42.42,60,68.5,69,23,66,8
"10134",7325663,3,27.27,60,68.5,0,23,81,7
"10135",7325663,4,27.27,60,65.5,0,65,49,8
"10136",7325667,1,45.45,60,60.5,66,3,86,10
"10137",7325672,6,36.36,44,68.5,0,36,56,8
"10138",7325682,1,33.33,44,67.5,67,3,81,10
"10139",7325682,2,33.33,60,54,0,36,49,9
"10140",7325688,1,30.3,60,59,56,51,76,8
"10141",7325691,1,15.15,44,71.5,65,58,55,7
"10145",7325708,1,72.72,60,71,59,3,91,6
"10146",7325708,2,72.72,60,71,0,53,91,6
"10147",7325714,1,36.36,60,67.5,63,21,81,8
"10148",7325715,2,51.51,60,71,0,36,91,8
"10150",7325717,1,36.36,60,67.5,46,3,25,8
"10151",7325724,1,60.6,60,71,59,36,65,8
"10152",7325724,2,60.6,60,67.5,0,3,33,8
"10153",7325728,1,60.6,60,75,62,1,91,8
"10154",7325738,1,60.6,60,70,57,3,55,8
"10155",7325740,1,66.66,60,69,58,52,72,7
"10156",7325740,2,66.66,60,65.5,0,3,42,7
"10157",7325758,1,54.54,60,76,41,36,91,8
"10158",7325771,1,69.69,60,67,60,55,33,8
"10159",7325776,3,72.72,60,75,0,16,54,7
"10160",7325780,4,72.72,60,71,0,23,86,6
"10161",7325794,1,60.6,60,70,69,25,86,7
"10162",7325795,1,63.63,80,73,69,78,67,9
"10163",7325805,5,69.69,60,71.5,0,21,87,8
"10164",7325810,6,45.45,60,54,0,29,50,9
"10165",7325813,1,66.66,80,64.5,64,44,38,9
"10166",7325813,3,66.66,44,74,0,31,72,9
"10169",7325822,1,48.48,60,75,68,16,64,8
"10170",7325823,1,63.63,60,71.5,65,54,91,6
"10171",7325827,1,66.66,60,71.5,69,23,81,6
"10172",7325831,1,66.66,60,67,69,51,66,6
"10174",7325834,1,54.54,60,74,65,1,84,8
"10175",7325838,1,60.6,60,60.5,64,44,67,7
"10176",7325843,5,60.6,44,50,0,29,61,10
"10177",7325843,6,60.6,60,71,0,44,74,8
"10179",7325850,1,75.75,60,67,59,54,81,6
"10180",7325852,1,48.48,80,75,62,3,91,6
"10181",7325857,4,78.78,60,72.5,0,23,79,6
"10183",7325862,2,60.6,60,71,0,51,81,8
"10184",7325865,1,75.75,44,65.5,44,52,66,8
"10185",7325867,1,60.6,60,71,47,3,84,9
"10186",7325867,2,60.6,60,71.5,0,63,86,8
"10187",7325870,1,72.72,80,72.5,47,16,69,9
"10188",7325870,2,72.72,80,65.5,0,23,58,8
"10190",7325893,1,72.72,44,67,45,21,91,8
"10191",7325894,1,66.66,44,71.5,43,36,91,7
"10192",7325894,2,66.66,44,63.5,0,1,57,7
"10193",7325895,4,69.69,60,73,0,16,86,5
"10197",7325921,2,51.51,60,75,0,16,91,6
"10198",7325923,1,45.45,60,72.5,37,3,91,6
"10201",7325930,1,93.93,44,71,65,23,50,6
"10202",7325931,1,78.78,60,71,64,46,36,6
"10203",7325932,1,45.45,44,65.5,70,31,62,6
"10204",7325935,1,75.75,60,65.5,65,21,81,6
"10205",7325949,1,33.33,60,68.5,64,36,81,6
"10206",7325950,1,48.48,60,72.5,69,23,81,5
"10207",7325960,1,72.72,60,66,60,3,81,5
"10208",7325961,1,78.78,60,75,66,36,77,6
"10211",7325975,1,51.51,80,65,64,53,91,8
"10212",7325976,1,90.9,60,66,71,23,59,8
"10214",7325992,2,42.42,44,71,0,23,72,5
"10215",7325994,1,51.51,60,68.5,69,21,64,7
"10216",7325995,1,45.45,60,71,64,23,53,6
"10217",7325998,1,33.33,60,68.5,69,1,91,6
"10218",7326002,1,45.45,44,62,69,1,35,6
"10222",7326022,1,51.51,60,71,48,3,91,10
"10225",7326031,1,42.42,60,70.5,61,3,84,5
"10226",7326035,1,60.6,60,66,66,23,91,9
"10227",7326036,1,51.51,60,64,55,3,54,6
"10228",7326036,2,51.51,60,71,0,23,91,6
"10229",7326039,1,51.51,60,64.5,69,3,46,7
"10230",7326042,1,51.51,60,71,69,36,27,8
"10231",7326042,2,51.51,60,68.5,0,3,25,9
"10232",7326045,2,60.6,60,71,0,4,81,2
"10233",7326048,1,51.51,60,71,60,16,91,5
"10237",7326081,1,51.51,60,75,59,44,91,6
"10238",7326089,1,60.6,60,59,66,36,71,6
"10239",7326090,1,51.51,60,60.5,65,36,43,9
"10240",7326091,1,42.42,60,71,56,16,91,9
"10242",7326098,1,60.6,60,71,60,44,91,8
"10243",7326098,2,60.6,60,65,0,44,91,10
"10244",7326101,1,51.51,60,67,57,16,45,5
"10245",7326101,2,51.51,44,65,0,3,91,6
"10246",7326117,3,51.51,60,63.5,0,3,79,4
"10247",7326122,1,36.36,60,69,61,23,68,9
"10248",7326126,1,51.51,80,71,66,23,91,8
"10249",7326166,1,28.78,44,62,56,23,91,10
"10250",7326170,1,45.45,60,71,57,21,91,9
"10251",7326181,1,33.33,60,65.5,52,52,91,3
"10252",7326185,1,45.45,44,80,66,23,33,8
"10253",7326186,1,48.48,44,71,57,3,76,5
"10254",7326186,2,48.48,44,66.5,0,21,87,5
"10255",7326188,2,42.42,44,66,0,3,50,9
"10256",7326191,1,45.45,60,63,32,23,75,8
"10257",7326193,1,81.81,60,66.5,46,3,71,8
"10258",7326198,1,81.81,60,71,47,3,74,6
"10259",7326205,1,90.9,44,70,46,3,91,9
"10260",7326210,1,84.84,60,77,43,3,91,6
"10263",7326223,4,84.84,80,71,0,3,81,6
"10264",7326233,1,75.75,44,67.5,69,23,70,4
"10265",7326240,3,75.75,44,56.5,0,23,58,5
"10266",7326242,1,75.75,60,68,69,3,81,9
"10267",7326266,1,72.72,80,50.5,72,3,45,9
"10268",7326287,1,90.9,60,66.5,66,21,91,9
"10269",7326288,1,72.72,60,68,69,3,84,5
"10270",7326291,1,66.66,60,71,66,23,91,6
"10271",7326312,1,66.66,60,68,56,23,91,8
"10272",7326314,1,78.78,60,66,69,36,86,4
"10273",7326314,2,78.78,44,71,0,3,91,10
"10274",7326317,1,81.81,60,67.5,69,21,86,5
"10275",7326317,2,81.81,60,71,0,21,50,6
"10276",7326318,1,90.9,60,74,69,21,61,7
"10277",7326318,2,90.9,44,72.5,0,3,91,7
"10278",7326319,2,75.75,60,72.5,0,3,64,7
"10279",7326324,1,75.75,60,66.5,53,23,59,7
"10282",7326331,2,72.72,60,71,0,36,81,5
"10283",7326350,1,69.69,60,70,67,3,76,6
"10284",7326352,1,78.78,44,67,59,23,91,8
"10286",7326353,3,96.96,60,57,0,3,71,6
"10287",7326354,1,78.78,60,66.5,68,3,86,4
"10288",7326368,1,75.75,60,68.5,60,36,76,6
"10289",7326370,1,66.66,60,55,58,36,91,6
"10291",7326376,5,42.42,44,71,0,23,72,7
"10292",7326382,1,45.45,60,67,65,3,91,3
"10293",7326394,2,69.69,60,68,0,36,81,6
"10294",7326395,1,69.69,60,64,63,52,82,6
"10295",7326395,2,69.69,60,58,0,56,84,7
"10296",7326400,1,69.69,44,70,63,23,91,8
"10297",7326406,1,45.45,60,61.5,48,52,69,5
"10298",7326407,1,51.51,44,61.5,64,36,57,5
"10299",7326409,1,45.45,44,48,61,31,45,10
"10300",7326409,2,45.45,60,72.5,0,29,91,10
"10301",7326420,1,36.36,60,64,41,3,79,7
"10302",7326428,1,33.33,60,73.5,49,57,86,9
"10303",7326447,1,90.9,60,72.5,50,29,76,10
"10305",7326453,4,78.78,60,71.5,0,16,91,4
"10306",7326458,1,81.81,60,72,66,16,66,3
"10307",7326468,1,69.69,60,72.5,67,23,91,8
"10308",7326468,2,69.69,60,67,0,36,91,10
"10310",7326481,1,72.72,60,64,53,1,69,6
"10311",7326490,1,75.75,60,68.5,67,36,86,10
"10313",7326499,1,72.72,60,66,67,23,63,8
"10314",7326503,1,69.69,60,58,69,3,86,8
"10315",7326504,1,66.66,80,75,69,3,86,6
"10316",7326506,1,72.72,80,65.5,69,54,62,5
"10317",7326514,4,66.66,60,60,0,21,86,4
"10318",7326515,1,60.6,60,69.5,69,36,86,8
"10319",7326520,1,78.78,60,68,69,72,81,8
"10320",7326520,3,78.78,44,59.5,0,68,62,9
"10321",7326520,4,78.78,60,72,0,66,81,9
"10322",7326521,1,60.6,60,62,70,44,51,9
"10324",7326522,2,60.6,60,68.5,0,3,66,10
"10325",7326525,1,66.66,60,58.5,66,36,25,7
"10326",7326529,1,48.48,60,69,51,23,86,10
"10327",7326529,2,48.48,60,71,0,23,91,7
"10328",7326532,1,63.63,44,73,58,23,86,5
"10329",7326536,1,75.75,60,69,59,23,74,7
"10330",7326537,1,66.66,60,63.5,69,3,67,6
"10333",7326540,1,48.48,44,65.5,62,3,79,10
"10334",7326545,1,78.78,44,67,60,16,64,10
"10335",7326548,1,66.66,44,65.5,65,23,86,10
"10336",7326549,1,78.78,60,62.5,61,53,91,7
"10337",7326551,2,66.66,60,72.5,0,23,91,7
"10338",7326558,1,69.69,44,71,58,44,82,8
"10340",7326574,1,54.54,60,68.5,69,23,86,7
"10341",7326574,2,54.54,60,71,0,23,50,9
"10342",7326576,1,42.42,60,71,72,50,76,8
"10343",7326576,2,42.42,60,65,0,61,53,8
"10344",7326583,1,69.69,60,74,64,23,49,10
"10345",7326583,2,69.69,60,71,0,23,76,7
"10346",7326594,1,54.54,60,55.5,44,3,56,9
"10348",7326620,4,81.81,44,73,0,31,76,7
"10349",7326620,5,81.81,60,75,0,3,59,7
"10352",7326627,2,78.78,60,71,0,36,91,8
"10353",7326631,1,72.72,44,71,66,36,91,7
"10355",7326635,5,60.6,60,68.5,0,3,91,10
"10356",7326636,1,51.51,60,62.5,60,23,81,9
"10357",7326638,1,60.6,60,66.5,51,21,86,6
"10358",7326646,1,72.72,60,70.5,59,3,86,7
"10359",7326654,1,60.6,44,63.5,58,23,91,8
"10360",7326654,2,60.6,44,71,0,44,86,8
"10361",7326661,1,60.6,44,70,48,36,67,8
"10362",7326661,2,60.6,60,72.5,0,3,82,7
"10363",7326664,1,90.9,44,70,62,23,91,10
"10364",7326665,1,57.57,60,71,72,23,81,5
"10365",7326665,2,57.57,60,72.5,0,23,91,5
"10366",7326665,3,57.57,60,71,0,3,91,8
"10367",7326666,1,69.69,60,71,69,3,86,7
"10368",7326666,2,69.69,60,61,0,3,66,6
"10369",7326671,1,69.69,44,65.5,69,23,43,10
"10370",7326671,2,69.69,44,58,0,23,87,10
"10372",7326671,7,69.69,44,69.5,0,36,91,10
"10373",7326683,1,33.33,60,65.5,72,23,67,10
"10374",7326688,3,78.78,60,66.5,0,3,91,8
"10375",7326693,1,81.81,60,71,69,23,81,8
"10377",7326695,1,81.81,60,68,64,3,71,6
"10378",7326698,1,69.69,60,75,69,36,86,6
"10381",7326701,1,78.78,60,59,64,16,36,8
"10382",7326701,2,78.78,60,72,0,23,91,8
"10383",7326703,1,63.63,44,69,59,23,40,10
