"","SECUENCIA_ENCUESTA","DIRECTORIO","SECUENCIA_P","Satisfaccion"
"22225",1,7399113,1,68.5
"22226",1,7399116,1,75
"22227",1,7399117,1,61
"22228",1,7399120,1,71
"22229",1,7399122,1,71
"22230",1,7399123,1,71
"22231",1,7399125,1,71
"22232",1,7399129,1,61.5
"22233",1,7399134,1,57
"22234",1,7399138,1,65.5
"22235",1,7399139,1,73
"22236",1,7399140,1,70
"22237",1,7399143,1,73
"22238",1,7399144,1,71
"22239",1,7399145,1,70
"22240",1,7399146,1,71
"22241",1,7399148,1,66
"22242",1,7399150,1,64.5
"22243",1,7399151,1,74
"22244",1,7399154,1,72
"22245",1,7399163,1,72
"22246",1,7399166,1,66.5
"22247",1,7399182,1,72
"22248",1,7399184,1,67.5
"22249",1,7399185,1,72.5
"22250",1,7399187,1,69
"22251",1,7399188,1,69.5
"22252",1,7399191,1,55.5
"22253",1,7399192,1,56.5
"22254",1,7399195,1,75
"22255",1,7399202,1,68.5
"22256",1,7399205,1,68.5
"22257",1,7399217,1,65.5
"22258",1,7399223,1,57.5
"22259",1,7399227,1,73
"22260",1,7399240,1,64.5
"22261",1,7399245,1,69
"22262",1,7399257,1,64.5
"22263",1,7399262,1,68.5
"22264",1,7399264,1,59.5
"22265",1,7399268,1,61
"22266",1,7399272,1,71
"22267",1,7399279,1,56
"22268",1,7399286,1,53
"22269",1,7399295,1,62.5
"22270",1,7399297,1,54
"22271",1,7399319,1,69
"22272",1,7399324,1,64.5
"22273",1,7399328,1,71
"22274",1,7399339,1,65
"22275",1,7399374,2,66
"22276",1,7399386,1,71
"22277",1,7399387,1,75
"22278",1,7399389,1,67
"22279",1,7399391,1,68.5
"22280",1,7399392,1,71
"22281",1,7399393,1,67
"22282",1,7399395,2,62
"22283",1,7399396,1,61.5
"22284",1,7399416,1,63
"22285",1,7399444,1,73
"22286",1,7399462,1,68
"22287",1,7399469,1,68.5
"22288",1,7399490,1,66.5
"22289",1,7399513,1,72
"22290",1,7399527,1,49
"22291",1,7399536,1,65
"22292",1,7399564,1,73.5
"22293",1,7399631,1,75
"22294",1,7399633,1,52.5
"22295",1,7399646,1,71.5
"22296",1,7399666,1,62
"22297",1,7399686,1,72
"22298",1,7399688,1,69
"22299",1,7399689,1,72
"22300",1,7399694,1,62
"22301",1,7399695,1,68.5
"22302",1,7399696,1,69.5
"22303",1,7399700,1,72.5
"22304",1,7399704,1,65
"22305",1,7399709,1,72.5
"22306",1,7399710,1,66
"22307",1,7399713,1,75
"22308",1,7399715,1,75
"22309",1,7399720,1,71
"22310",1,7399721,1,68
"22311",1,7399722,1,67
"22312",1,7399726,1,75
"22313",1,7399735,1,64.5
"22314",1,7399739,1,72.5
"22315",1,7399743,1,69
"22316",1,7399744,1,71
"22317",1,7399747,1,68
"22318",1,7399803,1,71
"22319",1,7399807,1,59.5
"22320",1,7399830,1,68.5
"22321",1,7399832,1,71
"22322",1,7399871,1,52.5
"22323",1,7399875,1,69
"22324",1,7399880,1,71
"22325",1,7399883,1,69
"22326",1,7399887,1,71
"22327",1,7399896,1,68.5
"22328",1,7399899,1,68.5
"22329",1,7399902,1,68.5
"22330",1,7399920,1,47.5
"22331",1,7399929,1,60
"22332",1,7399931,1,65.5
"22333",1,7399937,1,70
"22334",1,7399956,1,71
"22335",1,7399987,1,68
"22336",1,7399990,1,59
"22337",1,7400006,1,68.5
"22338",1,7400011,1,70.5
"22339",1,7400014,1,66
"22340",1,7400016,1,66
"22341",1,7400019,1,64
"22342",1,7400021,1,69
"22343",1,7400027,1,66.5
"22344",1,7400035,1,65.5
"22345",1,7400036,1,72
"22346",1,7400041,1,60
"22347",1,7400052,1,68.5
"22348",1,7400054,1,66
"22349",1,7400059,1,64.5
"22350",1,7400060,1,70
"22351",1,7400062,1,75
"22352",1,7400074,1,72.5
"22353",1,7400131,1,75
"22354",1,7400134,1,65.5
"22355",1,7400136,1,76
"22356",1,7400137,1,67
"22357",1,7400138,1,68
"22358",1,7400139,1,78
"22359",1,7400142,1,74
"22360",1,7400157,1,75
"22361",1,7400158,1,72
"22362",1,7400160,1,71
"22363",1,7400161,1,75
"22364",1,7400162,1,67.5
"22365",1,7400316,1,67
"22366",1,7400317,1,71.5
"22367",1,7400623,1,68
"22368",1,7400624,1,71
"22369",1,7400630,1,57
"22370",1,7400633,1,71
"22371",1,7400638,1,71
"22372",1,7400643,1,68
"22373",1,7400646,1,57
"22374",1,7400651,1,75
"22375",1,7400664,1,72
"22376",1,7400665,1,75
"22377",1,7400666,1,75
"22378",1,7400667,1,74
"22379",1,7400674,1,67
"22380",1,7400676,1,75
"22381",1,7400677,1,68.5
"22382",1,7400693,1,70
"22383",1,7400698,1,46
"22384",1,7400705,1,65
"22385",1,7400708,1,67
"22386",1,7400710,1,68
"22387",1,7400714,1,65.5
"22388",1,7400718,1,71
"22389",1,7400721,1,71
"22390",1,7400725,1,71
"22391",1,7400733,1,75
"22392",1,7400736,1,70
"22393",1,7400737,1,71
"22394",1,7400739,1,68
"22395",1,7400740,1,75
"22396",1,7400742,1,70
"22397",1,7400743,1,57.5
"22398",1,7400745,1,70
"22399",1,7400746,1,66.5
"22400",1,7400751,1,53.5
"22401",1,7400757,1,67.5
"22402",1,7400758,1,75
"22403",1,7400760,1,68
"22404",1,7400761,1,75
"22405",1,7400762,1,75
"22406",1,7400764,1,74
"22407",1,7400768,1,66.5
"22408",1,7400770,1,60.5
"22409",1,7400771,1,65
"22410",1,7400772,1,67.5
"22411",1,7400773,1,70
"22412",1,7400777,1,70
"22413",1,7400784,1,76
"22414",1,7400786,1,66
"22415",1,7400790,1,69
"22416",1,7400793,1,66
"22417",1,7400800,1,71
"22418",1,7400801,1,69.5
"22419",1,7400803,1,61.5
"22420",1,7400809,1,71
"22421",1,7400811,1,69
"22422",1,7400812,1,73.5
"22423",1,7400815,1,64
"22424",1,7400818,1,71
"22425",1,7400819,1,59
"22426",1,7400820,1,76
"22427",1,7400821,1,67
"22428",1,7400822,1,71.5
"22429",1,7400823,1,51.5
"22430",1,7400824,1,68.5
"22431",1,7400827,1,71
"22432",1,7400828,1,64
"22433",1,7400835,1,72.5
"22434",1,7400843,1,68.5
"22435",1,7400846,1,72.5
"22436",1,7400847,1,68
"22437",1,7400848,1,69
"22438",1,7400875,1,68
"22439",1,7400880,1,68
"22440",1,7400884,1,72
"22441",1,7400887,1,65.5
"22442",1,7400894,1,64.5
"22443",1,7400896,1,70.5
"22444",1,7400915,1,59
"22445",1,7400933,1,71
"22446",1,7400934,1,67
"22447",1,7400938,1,71
"22448",1,7400940,1,69
"22449",1,7400947,1,67
"22450",1,7400949,1,52.5
"22451",1,7400955,1,61.5
"22452",1,7400957,1,62.5
"22453",1,7400970,1,71
"22454",1,7400971,1,71
"22455",1,7400972,1,75
"22456",1,7400976,1,67
"22457",1,7400977,1,72.5
"22458",1,7400999,1,69
"22459",1,7401005,1,66.5
"22460",1,7401007,1,61.5
"22461",1,7401018,1,66.5
"22462",1,7401034,1,64.5
"22463",1,7401035,1,75
"22464",1,7401042,1,69
"22465",1,7401043,1,69
"22466",1,7401053,1,71
"22467",1,7401066,1,68.5
"22468",1,7401081,1,61.5
"22469",1,7401087,1,67.5
"22470",1,7401088,1,62
"22471",1,7401096,1,60.5
"22472",1,7401097,1,70.5
"22473",1,7401098,1,66.5
"22474",1,7401106,1,71.5
"22475",1,7401108,1,73
"22476",1,7401109,1,70
"22477",1,7401110,1,71.5
"22478",1,7401114,1,68.5
"22479",1,7401117,1,68.5
"22480",1,7401122,1,76
"22481",1,7401127,1,67.5
"22482",1,7401128,1,65
"22483",1,7401162,1,69
"22484",1,7401186,1,75
"22485",1,7401188,1,70
"22486",1,7401192,1,68
"22487",1,7401194,1,74
"22488",1,7401197,1,70
"22489",1,7401201,1,56.5
"22490",1,7401211,1,72
"22491",1,7401219,1,73
"22492",1,7401223,1,67
"22493",1,7401226,1,64
"22494",1,7401228,1,67
"22495",1,7401242,1,65
"22496",1,7401248,1,73
"22497",1,7401249,1,74
"22498",1,7401250,1,74
"22499",1,7401251,1,73
"22500",1,7401253,1,72.5
"22501",1,7401255,1,71
"22502",1,7401256,1,72.5
"22503",1,7401257,1,71
"22504",1,7401258,1,74
"22505",1,7401259,1,62
"22506",1,7401261,1,66
"22507",1,7401269,1,71
"22508",1,7401270,1,71
"22509",1,7401274,1,73
"22510",1,7401275,1,72.5
"22511",1,7401277,1,71
"22512",1,7401280,1,72
"22513",1,7401286,1,72.5
"22514",1,7401298,1,64.5
"22515",1,7401299,1,72.5
"22516",1,7401302,1,68
"22517",1,7401314,1,71
"22518",1,7401315,1,66
"22519",1,7401320,1,53
"22520",1,7401323,1,66.5
"22521",1,7401331,1,74
"22522",1,7401340,1,72
"22523",1,7401341,1,75
"22524",1,7401345,1,67.5
"22525",1,7401360,1,71
"22526",1,7401362,1,71
"22527",1,7401370,1,66.5
"22528",1,7401381,1,71
"22529",1,7401384,1,68.5
"22530",1,7401401,1,66
"22531",1,7401403,1,61.5
"22532",1,7401409,1,71
"22533",1,7401410,1,71
"22534",1,7401426,1,71
"22535",1,7401432,1,71
"22536",1,7401447,1,71
"22537",1,7401462,1,64.5
"22538",1,7401466,1,61.5
"22539",1,7401469,1,71.5
"22540",1,7401470,1,76
"22541",1,7401473,1,71
"22542",1,7401474,1,63
"22543",1,7401478,1,58.5
"22544",1,7401481,1,67.5
"22545",1,7401484,1,69.5
"22546",1,7401490,1,74
"22547",1,7401502,1,71
"22548",1,7401503,1,71
"22549",1,7401509,1,75
"22550",1,7401557,1,75
"22551",1,7401566,1,65
"22552",1,7401572,1,75
"22553",1,7401573,1,74
"22554",1,7401588,1,72
"22555",1,7401589,1,75
"22556",1,7401591,1,70.5
"22557",1,7401593,1,71.5
"22558",1,7401598,1,66.5
"22559",1,7401600,1,71
"22560",1,7401602,1,64
"22561",1,7401603,1,70
"22562",1,7401611,1,62.5
"22563",1,7401612,1,53.5
"22564",1,7401616,1,71.5
"22565",1,7401617,1,66.5
"22566",1,7401620,1,72
"22567",1,7401622,1,75
"22568",1,7401627,1,71.5
"22569",1,7401628,1,71.5
"22570",1,7401631,1,69.5
"22571",1,7401635,1,65.5
"22572",1,7401644,1,63
"22573",1,7401650,1,65
"22574",1,7401651,1,68
"22575",1,7401655,1,62
"22576",1,7401656,1,72
"22577",1,7401658,1,57.5
"22578",1,7401667,1,64.5
"22579",1,7401669,1,71
"22580",1,7401683,1,60.5
"22581",1,7401684,1,65
"22582",1,7401686,1,68
"22583",1,7401687,1,71
"22584",1,7401694,1,62
"22585",1,7401696,1,62.5
"22586",1,7401697,1,65.5
"22587",1,7401698,1,72
"22588",1,7401699,1,72.5
"22589",1,7401700,1,65.5
"22590",1,7401702,1,72
"22591",1,7401710,1,75
"22592",1,7401714,1,72
"22593",1,7401717,1,75
"22594",1,7401719,1,67
"22595",1,7401720,1,76
"22596",1,7401721,1,73
"22597",1,7401724,1,75
"22598",1,7401735,1,74
"22599",1,7401736,1,65.5
"22600",1,7401742,1,74
"22601",1,7401745,1,75
"22602",1,7401749,1,69.5
"22603",1,7401750,1,69
"22604",1,7401751,1,73
"22605",1,7401754,1,72
"22606",1,7401756,1,75
"22607",1,7401765,1,67
"22608",1,7401774,1,71.5
"22609",1,7401787,1,71
"22610",1,7401792,1,74
"22611",1,7401803,1,53
"22612",1,7401817,1,72.5
"22613",1,7401828,1,69.5
"22614",1,7401866,1,66
"22615",1,7401890,1,75
"22616",1,7402015,1,68.5
"22617",1,7402018,1,66
"22618",1,7402023,1,73
"22619",1,7402026,1,68.5
"22620",1,7402032,1,67.5
"22621",1,7402033,1,64
"22622",1,7402039,1,68.5
"22623",1,7402045,1,68.5
"22624",1,7402048,1,66.5
"22625",1,7402050,1,66
"22626",1,7402051,1,68.5
"22627",1,7402052,1,66
"22628",1,7402053,1,68.5
"22629",1,7402060,1,64
"22630",1,7402061,1,71
"22631",1,7402064,1,68.5
"22632",1,7402068,1,71
"22633",1,7402072,1,71
"22634",1,7402086,1,66
"22635",1,7402087,1,71
"22636",1,7402095,1,68.5
"22637",1,7402096,1,66.5
"22638",1,7402103,1,70.5
"22639",1,7402107,1,71
"22640",1,7402109,1,68.5
"22641",1,7402116,1,71
"22642",1,7402140,1,62
"22643",1,7402144,1,66.5
"22644",1,7402147,1,61.5
"22645",1,7402161,1,67
"22646",1,7402162,1,75
"22647",1,7402165,1,75
"22648",1,7402182,1,71
"22649",1,7402191,1,69
"22650",1,7402212,1,71
"22651",1,7402223,1,69
"22652",1,7402255,1,71
"22653",1,7402268,1,67
"22654",1,7402277,1,71
"22655",1,7402279,1,71
"22656",1,7402289,1,71
"22657",1,7402290,1,71
"22658",1,7402300,1,71
"22659",1,7402328,1,68
"22660",1,7402331,1,68
"22661",1,7402334,1,68.5
"22662",1,7402335,1,68.5
"22663",1,7402339,1,71
"22664",1,7402340,1,71
"22665",1,7402342,1,71
"22666",1,7402344,1,68.5
"22667",1,7402346,1,73
"22668",1,7402351,1,71
"22669",1,7402352,1,70
"22670",1,7402366,1,59
"22671",1,7402369,1,66
"22672",1,7402371,1,71
"22673",1,7402379,1,73
"22674",1,7402387,1,71
"22675",1,7402396,1,72.5
"22676",1,7402408,1,70
"22677",1,7402409,1,69
"22678",1,7402426,1,70
"22679",1,7402451,1,67.5
"22680",1,7402455,1,68
"22681",1,7402456,1,75
"22682",1,7402457,1,75
"22683",1,7402459,1,75
"22684",1,7402470,1,69
"22685",1,7402474,1,71
"22686",1,7402478,1,72
"22687",1,7402557,2,66
"22688",1,7402558,1,54.5
"22689",1,7402568,1,75
"22690",1,7402583,1,76
"22691",1,7402585,1,72
"22692",1,7402587,1,63.5
"22693",1,7402621,1,68.5
"22694",1,7402623,1,67
"22695",1,7402624,1,68.5
"22696",1,7402634,1,66.5
"22697",1,7402648,1,71
"22698",1,7402663,1,68.5
"22699",1,7402665,1,71
"22700",1,7402669,1,72.5
"22701",1,7402670,1,66
"22702",1,7402680,1,68.5
"22703",1,7402689,1,71
"22704",1,7402693,1,70
"22705",1,7402696,1,66.5
"22706",1,7402702,1,71
"22707",1,7402707,1,71
"22708",1,7402708,1,65
"22709",1,7402710,1,68.5
"22710",1,7402719,1,69.5
"22711",1,7402728,1,76
"22712",1,7402745,1,72
"22713",1,7402746,1,70
"22714",1,7402751,1,71
"22715",1,7402752,1,74
"22716",1,7402762,1,74
"22717",1,7402763,1,71
"22718",1,7402771,1,65
"22719",1,7402774,1,63.5
"22720",1,7402777,1,69
"22721",1,7402780,1,60.5
"22722",1,7402783,1,71
"22723",1,7402790,1,71
"22724",1,7402798,1,67
"22725",1,7402799,1,75
"22726",1,7402800,1,72
"22727",1,7402801,1,63
"22728",1,7402804,1,57
"22729",1,7402805,1,49.5
"22730",1,7402811,1,52.5
"22731",1,7402812,1,49.5
"22732",1,7402822,1,71
"22733",1,7402824,1,69
"22734",1,7402826,1,74
"22735",1,7402827,1,71
"22736",1,7402829,1,76
"22737",1,7402843,1,66
"22738",1,7402868,1,71
"22739",1,7402869,1,66.5
"22740",1,7402878,1,71
"22741",1,7402882,1,70
"22742",1,7402887,1,75
"22743",1,7402889,1,75
"22744",1,7402915,1,71.5
"22745",1,7402922,1,75
"22746",1,7402925,1,67
"22747",1,7402926,1,58
"22748",1,7402928,1,71
"22749",1,7402929,1,66
"22750",1,7402930,1,74
"22751",1,7402932,1,74
"22752",1,7402945,1,68.5
"22753",1,7402946,1,60.5
"22754",1,7402949,1,69
"22755",1,7402952,1,75
"22756",1,7402957,1,67
"22757",1,7402970,1,71
"22758",1,7402976,1,70
"22759",1,7402978,1,71
"22760",1,7402983,1,70
"22761",1,7402993,1,67
"22762",1,7402995,1,71
"22763",1,7402999,1,75
"22764",1,7403002,1,71
"22765",1,7403006,1,71
"22766",1,7403013,1,67
"22767",1,7403020,1,71
"22768",1,7403022,1,71
"22769",1,7403023,1,71
"22770",1,7403029,1,56
"22771",1,7403092,1,66
"22772",1,7403093,1,74
"22773",1,7403098,1,70
"22774",1,7403101,1,74
"22775",1,7403134,1,72
"22776",1,7403140,1,62.5
"22777",1,7403145,1,54.5
"22778",1,7403146,1,69
"22779",1,7403155,1,71
"22780",1,7403230,1,70
"22781",1,7403231,1,62
"22782",1,7403234,1,63.5
"22783",1,7403236,1,75
"22784",1,7403240,1,71
"22785",1,7403247,1,67.5
"22786",1,7403265,1,60.5
"22787",1,7403266,1,60.5
"22788",1,7403267,1,54.5
"22789",1,7403277,1,63
"22790",1,7403281,1,59
"22791",1,7403283,1,70
"22792",1,7403321,1,70
"22793",1,7403354,1,71
"22794",1,7403356,1,69
"22795",1,7403367,1,64.5
"22796",1,7403368,1,66.5
"22797",1,7403372,1,71
"22798",1,7403374,1,69
"22799",1,7403381,1,71
"22800",1,7403383,1,71
"22801",1,7403390,1,71
"22802",1,7403398,1,66
"22803",1,7403401,1,64
"22804",1,7403403,1,71
"22805",1,7403409,1,73
"22806",1,7403416,1,76
"22807",1,7403417,1,68.5
"22808",1,7403418,1,71
"22809",1,7403435,1,71
"22810",1,7403439,1,69
"22811",1,7403440,1,65.5
"22812",1,7403441,1,67.5
"22813",1,7403445,1,69
"22814",1,7403451,1,74
"22815",1,7403463,1,60
"22816",1,7403497,1,71
"22817",1,7403507,1,75
"22818",1,7403515,1,70
"22819",1,7403556,1,68
"22820",1,7403557,1,67
"22821",1,7403558,1,68
"22822",1,7403559,1,68
"22823",1,7403562,1,74
"22824",1,7403564,1,71
"22825",1,7403565,1,68
"22826",1,7403574,1,71
"22827",1,7403576,1,67
"22828",1,7403582,1,65
"22829",1,7403583,1,70
"22830",1,7403592,1,71
"22831",1,7403597,1,66
"22832",1,7403599,1,62
"22833",1,7403600,1,66.5
"22834",1,7403601,1,71
"22835",1,7403605,1,64
"22836",1,7403614,1,65
"22837",1,7403616,1,66.5
"22838",1,7403618,1,62.5
"22839",1,7403625,1,70
"22840",1,7403626,1,58.5
"22841",1,7403631,1,70.5
"22842",1,7403632,1,67.5
"22843",1,7403634,1,71.5
"22844",1,7403635,1,74
"22845",1,7403679,1,75
"22846",1,7403685,1,69
"22847",1,7403694,1,74
"22848",1,7403701,1,71.5
"22849",1,7403713,1,71.5
"22850",1,7403724,1,75
"22851",1,7403731,1,66
"22852",1,7403732,1,71
"22853",1,7403734,1,71
"22854",1,7403735,1,68
"22855",1,7403738,1,67
"22856",1,7403773,1,62.5
"22857",1,7403783,1,71
"22858",1,7403791,1,67.5
"22859",1,7403798,1,61.5
"22860",1,7403799,1,75
"22861",1,7403800,1,68.5
"22862",1,7403806,1,70
"22863",1,7403808,1,63.5
"22864",1,7403811,1,64.5
"22865",1,7403813,1,68
"22866",1,7403814,1,71
"22867",1,7403818,1,75
"22868",1,7403821,1,68.5
"22869",1,7403822,1,68
"22870",1,7403830,1,71
"22871",1,7403831,1,64.5
"22872",1,7403838,1,59
"22873",1,7403843,1,64
"22874",1,7403844,1,71
"22875",1,7403849,1,73.5
"22876",1,7403851,1,62.5
"22877",1,7403852,1,71
"22878",1,7403853,1,67
"22879",1,7403860,1,65.5
"22880",1,7403866,1,66.5
"22881",1,7403874,1,63.5
"22882",1,7403878,1,71
"22883",1,7403886,1,68.5
"22884",1,7403888,1,69
"22885",1,7403914,1,65.5
"22886",1,7403940,1,75
"22887",1,7403942,1,61
"22888",1,7403951,1,60.5
"22889",1,7403957,1,69
"22890",1,7403958,1,68.5
"22891",1,7403960,1,73
"22892",1,7403967,1,71
"22893",1,7403968,1,75
"22894",1,7403970,1,69
"22895",1,7403975,1,67
"22896",1,7403982,1,73
"22897",1,7404003,1,73
"22898",1,7404017,1,70
"22899",1,7404018,1,71
"22900",1,7404027,1,60
"22901",1,7404036,1,65.5
"22902",1,7404046,1,65.5
"22903",1,7404076,1,66.5
"22904",1,7404080,1,59
"22905",1,7404083,2,65
"22906",1,7404090,1,68.5
"22907",1,7404094,1,57.5
"22908",1,7404096,1,69
"22909",1,7404098,1,73
"22910",1,7404103,1,61.5
"22911",1,7404119,1,69
"22912",1,7404120,1,75
"22913",1,7404127,1,60.5
"22914",1,7404128,1,75
"22915",1,7404129,1,67
"22916",1,7404152,1,68.5
"22917",1,7404156,1,64
"22918",1,7404158,1,71
"22919",1,7404160,1,69
"22920",1,7404161,1,67.5
"22921",1,7404163,1,65
"22922",1,7404166,1,75
"22923",1,7404170,1,69.5
"22924",1,7404171,1,66
"22925",1,7404173,1,62.5
"22926",1,7404208,1,72
"22927",1,7404217,1,66
"22928",1,7404237,1,71
"22929",1,7404250,1,66.5
"22930",1,7404256,1,67
"22931",1,7404261,1,74
"22932",1,7404267,1,63.5
"22933",1,7404316,1,62
"22934",1,7404320,1,69
"22935",1,7404323,1,66
"22936",1,7404328,1,71
"22937",1,7404329,1,69
"22938",1,7404331,1,71
"22939",1,7404335,1,66
"22940",1,7404339,1,66.5
"22941",1,7404354,1,69
"22942",1,7404363,1,73
"22943",1,7404377,1,64.5
"22944",1,7404380,1,68
"22945",1,7404383,1,66.5
"22946",1,7404390,1,57
"22947",1,7404392,1,67.5
"22948",1,7404393,1,71
"22949",1,7404404,1,65
"22950",1,7404408,1,71
"22951",1,7404410,1,73
"22952",1,7404415,1,69
"22953",1,7404416,1,70
"22954",1,7404426,1,66.5
"22955",1,7404428,1,46
"22956",1,7404431,1,64
"22957",1,7404436,1,75
"22958",1,7404438,1,70
"22959",1,7404444,1,75
"22960",1,7404445,1,75
"22961",1,7404446,1,66.5
"22962",1,7404452,1,74
"22963",1,7404485,1,72
"22964",1,7404503,1,71
"22965",1,7404508,1,63.5
"22966",1,7404517,1,66
"22967",1,7404523,1,67
"22968",1,7404525,1,71
"22969",1,7404531,1,47.5
"22970",1,7404537,1,46.5
"22971",1,7404549,1,75
"22972",1,7404558,1,71
"22973",1,7404562,1,70
"22974",1,7404567,1,65
"22975",1,7404574,1,75
"22976",1,7404578,1,65.5
"22977",1,7404580,1,67
"22978",1,7404582,1,71
"22979",1,7404585,1,71
"22980",1,7404589,1,70
"22981",1,7404591,1,64
"22982",1,7404592,1,68.5
"22983",1,7404593,1,68
"22984",1,7404596,1,69
"22985",1,7404599,1,68
"22986",1,7404601,1,66
"22987",1,7404604,1,71.5
"22988",1,7404640,1,66
"22989",1,7404641,1,74
"22990",1,7404646,1,59.5
"22991",1,7404647,1,60.5
"22992",1,7404648,1,60
"22993",1,7404652,1,68.5
"22994",1,7404658,1,68.5
"22995",1,7404662,1,67.5
"22996",1,7404664,1,67
"22997",1,7404667,1,65
"22998",1,7404676,1,67.5
"22999",1,7404688,1,70
"23000",1,7404707,1,67
"23001",1,7404710,1,64.5
"23002",1,7404714,1,72
"23003",1,7404715,1,68
"23004",1,7404716,1,72.5
"23005",1,7404718,1,65.5
"23006",1,7404728,1,68
"23007",1,7404741,1,68.5
"23008",1,7404743,1,74
"23009",1,7404799,1,71
"23010",1,7404804,1,70
"23011",1,7404805,1,70
"23012",1,7404806,1,56.5
"23013",1,7404807,1,70
"23014",1,7404810,1,70
"23015",1,7404812,1,71
"23016",1,7404816,1,63
"23017",1,7404821,1,63
"23018",1,7404823,1,71
"23019",1,7404824,1,61.5
"23020",1,7404825,1,69
"23021",1,7404826,1,71
"23022",1,7404827,1,58.5
"23023",1,7404830,1,67
"23024",1,7404831,1,71
"23025",1,7404833,1,71
"23026",1,7404837,1,64
"23027",1,7404839,1,68.5
"23028",1,7404840,1,70
"23029",1,7404841,1,69.5
"23030",1,7404842,1,61.5
"23031",1,7404844,1,69
"23032",1,7404853,1,75
"23033",1,7404855,1,72.5
"23034",1,7404864,1,63
"23035",1,7404875,1,62
"23036",1,7404892,1,71
"23037",1,7404902,1,67.5
"23038",1,7404910,1,71
"23039",1,7404911,1,75
"23040",1,7404920,1,75
"23041",1,7404954,1,68.5
"23042",1,7404957,1,71
"23043",1,7404959,1,75
"23044",1,7404961,1,75
"23045",1,7404966,1,68.5
"23046",1,7404969,1,69
"23047",1,7404974,1,70
"23048",1,7404978,1,65
"23049",1,7404979,1,67
"23050",1,7404990,1,66.5
"23051",1,7405001,1,75
"23052",1,7405014,1,71
"23053",1,7405021,1,68.5
"23054",1,7405041,1,71
"23055",1,7405104,1,71
"23056",1,7405106,1,66.5
"23057",1,7405109,1,71
"23058",1,7405117,1,69
"23059",1,7405139,1,65.5
"23060",1,7405145,1,69
"23061",1,7405149,1,69.5
"23062",1,7405164,1,67.5
"23063",1,7405167,1,71
"23064",1,7405169,1,70
"23065",1,7405170,1,63.5
"23066",1,7405179,1,71
"23067",1,7405187,1,62.5
"23068",1,7405205,1,71.5
"23069",1,7405206,1,72.5
"23070",1,7405210,1,71
"23071",1,7405213,1,67.5
"23072",1,7405227,1,72.5
"23073",1,7405236,1,76
"23074",1,7405254,1,70.5
"23075",1,7405258,1,71
"23076",1,7405263,1,63
"23077",1,7405268,1,71
"23078",1,7405272,1,67.5
"23079",1,7405276,1,64.5
"23080",1,7405283,1,62
"23081",1,7405287,1,50
"23082",1,7405293,1,71
"23083",1,7405295,1,67
"23084",1,7405295,2,66
"23085",1,7405296,1,75
"23086",1,7405296,2,67
"23087",1,7405303,1,75
"23088",1,7405316,1,70.5
"23089",1,7405352,1,71
"23090",1,7405362,1,71
"23091",1,7405377,1,66
"23092",1,7405385,1,71
"23093",1,7405395,1,71
"23094",1,7405450,1,71
"23095",1,7405472,1,71
"23096",1,7405507,1,71
"23097",1,7405515,1,68.5
"23098",1,7405516,1,71
"23099",1,7405521,1,69
"23100",1,7405522,1,68.5
"23101",1,7405528,1,66
"23102",1,7405571,1,69
"23103",1,7405577,1,48.5
"23104",1,7405580,1,67
"23105",1,7405584,1,69
"23106",1,7405591,1,49.5
"23107",1,7405598,1,69
"23108",1,7405604,1,67
"23109",1,7405607,1,67
"23110",1,7405610,1,71
"23111",1,7405617,1,66
"23112",1,7405624,1,68.5
"23113",1,7405645,1,64
"23114",1,7405660,1,71
"23115",1,7405661,1,54.5
"23116",1,7405662,1,54.5
"23117",1,7405666,1,52.5
"23118",1,7405674,1,64
"23119",1,7405686,1,47.5
"23120",1,7405691,1,64
"23121",1,7405694,1,69
"23122",1,7405695,1,63.5
"23123",1,7405696,1,68.5
"23124",1,7405700,1,71
"23125",1,7405703,1,71
"23126",1,7405710,1,47.5
"23127",1,7405715,1,66
"23128",1,7405750,1,71
"23129",1,7405768,1,66
"23130",1,7405784,1,60.5
"23131",1,7405791,1,68.5
"23132",1,7405796,1,70.5
"23133",1,7405803,1,68.5
"23134",1,7405820,1,69.5
"23135",1,7405821,1,71
"23136",1,7405823,1,70
"23137",1,7405824,1,66
"23138",1,7405826,1,71
"23139",1,7405828,1,69
"23140",1,7405833,1,71
"23141",1,7405842,1,68.5
"23142",1,7405856,1,72.5
"23143",1,7405857,1,70
"23144",1,7405858,1,62
"23145",1,7405867,1,71
"23146",1,7405868,1,71
"23147",1,7405885,1,62.5
"23148",1,7405886,1,68
"23149",1,7405887,1,69
"23150",1,7405889,1,64
"23151",1,7405892,1,70.5
"23152",1,7405893,1,71.5
"23153",1,7405894,1,69
"23154",1,7405895,1,71
"23155",1,7405896,1,63
"23156",1,7405898,1,70
"23157",1,7405899,1,70
"23158",1,7405902,1,55.5
"23159",1,7405911,1,70
"23160",1,7405915,1,71.5
"23161",1,7405918,1,66.5
"23162",1,7405921,1,67
"23163",1,7405926,1,71
"23164",1,7405942,1,67
"23165",1,7405953,1,71
"23166",1,7405980,1,64.5
"23167",1,7405988,1,71
"23168",1,7405992,1,71
"23169",1,7406005,1,71
"23170",1,7406010,1,69
"23171",1,7406012,1,67
"23172",1,7406022,1,71
"23173",1,7406027,1,71
"23174",1,7406044,1,71
"23175",1,7406051,1,71
"23176",1,7406070,1,71
"23177",1,7406073,1,71
"23178",1,7406087,1,70
