"P6040","DIRECTORIO","SECUENCIA_ENCUESTA"
9,7385502,3
6,7385502,4
8,7385503,3
9,7385510,3
3,7385510,4
11,7385512,3
1,7385512,4
2,7385513,3
10,7385515,4
0,7385517,2
12,7385518,4
8,7385518,5
7,7385521,4
2,7385524,4
3,7385528,2
0,7385528,3
9,7385530,4
8,7385531,4
8,7385534,2
8,7385535,3
6,7385537,3
11,7385538,3
1,7385538,4
9,7385540,3
8,7385543,3
2,7385543,4
0,7385544,3
3,7385546,5
3,7385553,3
1,7385554,2
12,7385556,3
6,7385556,4
6,7385560,3
3,7385560,4
12,7385569,2
11,7385581,3
8,7385581,4
8,7385581,5
7,7385581,6
8,7385583,3
8,7385589,3
3,7385592,3
3,7385593,5
4,7385597,3
11,7385598,3
10,7385601,3
12,7385602,3
4,7385602,4
10,7385607,3
6,7385607,4
4,7385609,3
9,7385616,3
6,7385616,4
8,7385618,3
6,7385618,4
7,7385622,3
7,7385623,3
2,7385623,4
8,7385626,3
5,7385626,4
0,7385626,5
12,7385631,3
2,7385631,4
10,7385634,3
10,7385635,3
10,7385635,4
12,7385644,3
11,7385644,4
1,7385646,6
11,7385649,2
9,7385652,2
12,7385653,2
2,7385653,3
10,7385654,4
9,7385658,3
3,7385658,4
1,7385660,3
9,7385668,2
6,7385668,3
6,7385673,3
5,7385676,3
9,7385680,4
5,7385680,5
8,7385687,2
3,7385692,3
12,7385694,3
0,7385700,5
1,7385702,4
4,7385703,4
8,7385705,2
9,7385725,3
0,7385725,4
12,7385726,2
8,7385732,3
4,7385732,4
1,7385739,4
12,7385741,4
11,7385744,3
8,7385744,4
0,7385744,5
11,7385755,4
7,7385769,4
5,7385769,6
1,7385769,9
8,7385772,3
4,7385772,4
6,7385775,3
1,7385775,4
1,7385777,3
10,7385779,6
4,7385781,3
5,7385782,2
12,7385783,4
6,7385783,5
12,7385787,4
5,7385788,3
7,7385789,3
4,7385789,4
8,7385792,3
11,7385799,3
4,7385801,3
2,7385802,4
8,7385804,3
0,7385804,4
9,7385807,2
7,7385807,3
6,7385809,4
9,7385810,2
2,7385811,3
4,7385812,4
10,7385813,3
1,7385815,7
1,7385815,9
1,7385815,10
6,7385816,2
4,7385819,3
3,7385823,3
4,7385826,3
2,7385826,4
10,7385827,3
9,7385827,4
9,7385830,3
10,7385833,2
5,7385833,3
11,7385835,2
6,7385841,3
1,7385841,4
6,7385847,3
3,7385847,4
1,7385848,3
10,7385851,3
4,7385854,3
3,7385855,5
5,7385863,3
11,7385865,3
4,7385865,4
9,7385871,3
6,7385871,4
2,7385872,4
7,7385873,3
12,7385876,3
12,7385881,3
9,7385881,4
2,7385881,5
8,7385883,4
8,7385884,5
3,7385886,3
12,7385888,5
7,7385891,2
12,7385893,4
7,7385893,5
0,7385893,6
5,7385894,3
2,7385894,4
2,7385899,5
8,7385900,3
8,7385900,4
0,7385900,5
8,7385901,2
11,7385903,6
9,7385903,7
7,7385903,8
10,7385906,3
2,7385907,3
12,7385908,2
11,7385911,3
9,7385911,4
8,7385912,3
6,7385912,4
1,7385912,5
9,7385914,2
9,7385915,3
10,7385916,3
3,7385916,4
1,7385916,5
10,7385918,3
1,7385919,3
10,7385922,3
5,7385922,4
8,7385933,3
10,7385937,4
7,7385937,5
5,7385938,3
12,7385942,3
6,7385945,3
1,7385945,4
6,7385947,3
3,7385949,3
9,7385951,3
11,7385952,2
8,7385952,3
3,7385952,4
6,7385953,3
6,7385954,3
4,7385954,4
11,7385955,3
8,7385957,5
8,7385959,3
2,7385961,3
7,7385962,3
0,7385962,4
3,7385969,3
0,7385969,4
6,7385970,2
8,7385971,3
2,7385971,4
2,7385973,3
10,7385975,2
7,7385975,3
3,7385975,4
8,7385977,4
2,7385977,5
9,7385978,3
11,7385978,3
7,7385978,4
0,7385982,2
5,7385983,4
8,7385984,3
11,7385986,4
6,7385986,5
5,7385986,6
0,7385986,7
11,7385987,3
7,7386009,4
11,7386010,3
4,7386010,4
1,7386010,5
12,7386013,5
9,7386013,6
7,7386013,7
5,7386013,8
0,7386013,9
12,7386024,3
5,7386026,3
0,7386027,3
7,7386027,4
11,7386036,5
9,7386036,6
8,7386036,7
5,7386036,8
10,7386042,3
4,7386042,4
8,7386050,6
11,7386051,3
7,7386054,3
5,7386054,4
3,7386054,5
6,7386061,4
2,7386063,3
5,7386064,3
6,7386065,3
4,7386065,4
5,7386067,3
3,7386067,4
7,7386069,3
2,7386069,4
9,7386076,3
8,7386083,3
6,7386083,4
11,7386084,3
3,7386084,4
8,7386085,2
6,7386085,3
12,7386088,3
9,7386088,4
8,7386091,3
8,7386092,6
12,7386099,3
8,7386099,4
2,7386105,3
11,7386110,3
6,7386110,4
1,7386113,3
11,7386117,3
2,7386117,4
3,7386119,4
2,7386131,3
0,7386131,4
6,7386132,3
4,7386133,4
7,7386139,2
2,7386139,3
0,7386139,4
5,7386143,5
5,7386145,4
9,7386148,2
5,7386149,4
0,7386151,3
7,7386153,2
12,7386159,3
10,7386162,3
0,7386163,3
1,7386167,2
12,7386171,4
12,7386182,4
5,7386192,3
0,7386192,4
7,7386193,3
1,7386193,4
10,7386198,2
8,7386232,2
5,7386248,3
8,7386249,3
5,7386249,4
3,7386260,3
2,7386266,2
4,7386267,3
10,7386273,4
6,7386276,3
12,7386279,4
8,7386280,3
11,7386282,3
9,7386282,4
7,7386283,5
3,7386283,6
10,7386286,5
12,7386288,4
1,7386289,3
7,7386290,3
2,7386290,4
12,7386293,3
10,7386293,4
1,7386294,3
8,7386295,3
5,7386295,4
3,7386295,5
0,7386295,6
4,7386296,5
3,7386298,3
5,7386300,3
2,7386300,4
0,7386300,5
1,7386301,2
11,7386302,5
9,7386302,6
7,7386302,7
3,7386302,8
12,7386305,4
11,7386305,5
9,7386305,6
10,7386307,2
4,7386307,4
5,7386308,3
8,7386309,4
6,7386309,5
0,7386309,6
9,7386310,3
5,7386310,4
12,7386311,5
10,7386311,6
7,7386311,7
10,7386312,3
8,7386312,4
4,7386312,5
1,7386312,6
0,7386313,3
2,7386314,3
2,7386314,4
0,7386314,5
7,7386315,3
6,7386315,4
12,7386316,3
10,7386316,4
6,7386316,5
10,7386317,4
5,7386318,3
0,7386319,5
4,7386323,2
2,7386325,3
9,7386326,4
4,7386326,5
8,7386327,2
3,7386327,3
2,7386328,3
0,7386329,2
11,7386330,4
8,7386330,5
5,7386331,3
3,7386331,4
1,7386331,5
11,7386332,3
6,7386332,4
6,7386335,3
10,7386336,4
7,7386336,5
2,7386336,6
0,7386339,2
0,7386340,3
2,7386341,3
0,7386341,4
9,7386343,3
7,7386343,4
4,7386343,5
12,7386344,3
8,7386344,4
11,7386345,3
12,7386346,2
10,7386346,3
10,7386348,4
9,7386348,5
12,7386349,4
5,7386350,3
1,7386350,4
4,7386351,3
12,7386352,3
7,7386354,4
3,7386354,5
6,7386357,2
9,7386358,2
7,7386362,2
4,7386362,3
9,7386363,4
11,7386370,4
7,7386370,5
7,7386371,4
9,7386372,2
7,7386372,3
7,7386374,3
5,7386374,4
11,7386375,2
9,7386375,3
11,7386376,2
9,7386380,5
9,7386383,2
9,7386385,3
9,7386385,4
12,7386386,2
8,7386386,3
4,7386387,2
10,7386388,3
7,7386388,4
5,7386388,5
4,7386390,2
6,7386395,2
7,7386396,3
5,7386396,4
2,7386396,5
8,7386399,5
10,7386401,3
8,7386401,4
11,7386404,2
0,7386410,3
10,7386411,3
9,7386411,4
7,7386411,5
5,7386411,6
2,7386411,7
7,7386415,3
4,7386415,4
11,7386416,4
8,7386416,5
6,7386416,6
12,7386417,6
11,7386417,7
10,7386417,8
7,7386418,2
2,7386418,3
12,7386419,3
8,7386419,4
3,7386424,4
1,7386425,3
9,7386433,2
7,7386433,3
12,7386435,5
6,7386435,6
6,7386437,3
2,7386437,4
8,7386438,2
12,7386442,3
6,7386445,3
11,7386448,6
9,7386448,7
6,7386451,2
0,7386451,3
6,7386452,3
5,7386452,4
11,7386453,2
3,7386454,3
10,7386458,3
0,7386458,4
12,7386460,3
3,7386462,3
4,7386463,4
8,7386467,3
3,7386467,4
8,7386468,2
3,7386468,3
0,7386468,4
8,7386471,3
1,7386472,3
2,7386474,4
2,7386475,3
5,7386480,3
6,7386481,4
7,7386486,3
5,7386486,4
3,7386486,5
2,7386486,6
9,7386487,3
6,7386487,4
4,7386487,5
9,7386489,3
6,7386489,4
9,7386491,3
3,7386491,4
8,7386493,2
0,7386498,3
10,7386499,5
11,7386500,4
9,7386500,5
6,7386500,6
11,7386501,4
4,7386502,2
8,7386503,3
5,7386503,4
11,7386505,4
9,7386505,5
10,7386507,5
8,7386507,6
4,7386507,7
12,7386508,3
5,7386510,3
1,7386510,4
1,7386511,2
7,7386512,4
12,7386513,3
10,7386513,4
0,7386513,5
10,7386514,5
8,7386514,6
9,7386515,4
5,7386515,5
0,7386515,6
10,7386516,3
5,7386516,4
3,7386516,5
1,7386516,6
10,7386518,3
6,7386518,4
4,7386519,3
11,7386521,4
5,7386521,5
5,7386522,2
9,7386523,3
6,7386523,4
11,7386524,5
1,7386524,6
1,7386525,3
11,7386527,3
8,7386527,4
1,7386527,5
8,7386528,3
8,7386529,4
9,7386530,4
8,7386531,3
0,7386531,4
1,7386532,3
5,7386533,3
3,7386533,4
1,7386533,5
4,7386534,3
2,7386534,4
12,7386535,2
9,7386535,3
5,7386535,4
5,7386535,5
9,7386537,5
5,7386537,6
10,7386538,5
5,7386538,6
8,7386541,3
2,7386541,4
10,7386542,3
1,7386546,3
10,7386547,5
6,7386547,6
8,7386548,3
9,7386549,7
5,7386549,8
5,7386549,9
2,7386549,10
7,7386550,3
7,7386559,3
0,7386559,4
9,7386562,4
6,7386562,5
0,7386566,3
8,7386568,3
4,7386568,4
11,7386569,7
11,7386569,8
12,7386572,6
9,7386572,7
5,7386572,8
4,7386575,5
4,7386580,2
10,7386582,3
10,7386583,5
6,7386583,6
9,7386587,5
2,7386587,6
12,7386589,3
10,7386590,4
7,7386590,5
5,7386590,6
1,7386590,7
5,7386592,3
12,7386593,5
6,7386593,6
0,7386593,7
3,7386598,2
4,7386600,4
3,7386600,6
7,7386602,3
9,7386603,3
4,7386603,4
7,7386604,2
1,7386616,4
12,7386617,3
0,7386617,6
5,7386623,3
5,7386630,2
6,7386633,2
5,7386636,2
9,7386639,2
11,7386640,2
7,7386652,2
11,7386653,4
5,7386654,4
2,7386656,3
0,7386662,4
10,7386684,3
3,7386684,4
1,7386684,5
0,7386685,3
7,7386689,3
12,7386690,4
11,7386691,3
4,7386692,4
11,7386693,5
5,7386693,6
8,7386695,2
5,7386695,3
1,7386698,4
12,7386701,4
6,7386701,5
5,7386702,3
4,7386703,3
7,7386704,3
2,7386704,4
1,7386708,3
11,7386710,4
6,7386740,3
3,7386752,3
12,7386767,3
9,7386773,3
5,7386773,4
2,7386777,2
1,7386777,3
5,7386784,3
3,7386784,4
1,7386784,5
10,7386789,2
6,7386790,3
6,7386790,4
12,7386801,3
10,7386801,4
8,7386801,5
11,7386803,5
9,7386804,3
4,7386804,4
1,7386804,5
6,7386805,4
10,7386808,4
5,7386808,5
3,7386808,6
2,7386809,3
4,7386810,3
2,7386810,4
12,7386811,3
7,7386812,3
2,7386813,2
3,7386814,3
1,7386819,3
3,7386820,4
3,7386820,5
6,7386826,2
0,7386833,2
3,7386834,2
8,7386837,4
1,7386837,5
0,7386838,2
11,7386841,3
7,7386842,3
3,7386845,2
9,7386846,2
7,7386846,3
9,7386847,3
0,7386847,4
11,7386849,3
4,7386849,4
10,7386854,3
5,7386854,4
1,7386860,3
8,7386862,3
6,7386862,4
1,7386862,5
0,7386865,2
6,7386866,3
3,7386873,3
9,7386878,2
2,7386878,3
9,7386880,4
0,7386880,5
12,7386884,3
11,7386884,4
10,7386884,5
2,7386889,2
11,7386895,3
12,7386902,5
9,7386911,3
11,7386925,4
0,7386931,2
11,7386931,5
9,7386932,3
7,7386941,3
1,7386941,4
1,7386942,4
10,7386950,6
2,7386954,2
5,7386956,2
7,7386962,3
3,7386962,4
7,7386965,5
10,7386966,3
5,7386969,4
11,7386970,3
1,7386970,4
11,7386972,6
2,7386973,3
9,7386978,3
5,7386979,5
11,7386982,5
9,7386982,6
3,7386984,3
11,7386987,2
6,7386987,3
2,7386987,4
4,7386988,3
10,7386989,4
9,7386989,5
8,7386989,6
10,7386995,5
5,7386996,5
3,7387004,3
1,7387004,4
2,7387005,2
7,7387007,3
11,7387016,3
6,7387017,2
6,7387021,3
4,7387021,4
0,7387023,5
5,7387023,7
11,7387024,2
8,7387029,4
4,7387029,6
4,7387033,3
12,7387034,3
9,7387035,3
11,7387057,3
5,7387057,4
9,7387077,2
7,7387077,3
5,7387077,4
12,7387078,2
10,7387080,3
9,7387080,4
9,7387081,3
5,7387083,3
2,7387083,4
10,7387086,3
6,7387086,4
2,7387086,5
7,7387090,3
10,7387091,4
0,7387093,6
2,7387093,8
9,7387102,3
8,7387103,4
1,7387103,5
4,7387104,3
1,7387104,4
10,7387106,4
11,7387107,5
4,7387108,3
1,7387108,4
4,7387109,2
2,7387109,3
7,7387112,4
1,7387112,5
7,7387115,5
8,7387116,3
0,7387116,4
1,7387118,3
11,7387122,4
8,7387122,5
10,7387123,4
0,7387125,5
1,7387126,3
1,7387128,2
8,7387130,2
0,7387130,3
9,7387134,5
9,7387134,6
12,7387135,3
0,7387147,2
10,7387148,3
11,7387151,3
10,7387154,4
6,7387154,5
12,7387154,7
6,7387155,5
5,7387158,4
3,7387159,3
8,7387160,4
2,7387161,2
11,7387162,2
9,7387162,3
12,7387163,3
10,7387164,3
9,7387164,4
4,7387166,3
8,7387168,3
1,7387168,4
9,7387170,2
9,7387183,2
3,7387183,3
1,7387183,4
9,7387186,3
6,7387188,4
3,7387195,6
12,7387196,4
2,7387196,5
4,7387198,3
1,7387200,3
12,7387201,2
9,7387201,3
3,7387203,3
12,7387204,3
7,7387205,4
3,7387207,4
11,7387208,3
4,7387209,4
6,7387209,7
6,7387209,8
7,7387210,4
1,7387214,3
7,7387216,3
5,7387218,3
11,7387220,4
11,7387221,3
2,7387222,3
3,7387225,3
2,7387226,3
9,7387227,3
3,7387232,3
4,7387233,3
2,7387238,2
9,7387240,2
1,7387240,3
10,7387246,2
6,7387246,3
12,7387247,3
11,7387248,3
10,7387250,2
7,7387251,2
2,7387251,3
12,7387254,4
9,7387256,2
9,7387259,2
1,7387259,3
2,7387260,3
1,7387261,2
11,7387262,2
10,7387263,3
11,7387265,3
7,7387265,4
8,7387267,2
11,7387268,3
7,7387273,3
2,7387273,4
3,7387276,2
8,7387290,2
7,7387290,3
11,7387291,3
11,7387300,4
6,7387303,3
2,7387306,3
12,7387307,2
3,7387308,3
2,7387310,3
7,7387311,3
7,7387315,3
5,7387317,2
8,7387318,2
11,7387319,3
3,7387324,3
3,7387329,3
0,7387329,4
5,7387334,2
3,7387334,3
11,7387335,5
9,7387335,6
5,7387338,3
2,7387338,4
11,7387342,3
8,7387353,6
11,7387356,5
8,7387356,6
0,7387356,7
9,7387356,8
5,7387356,9
3,7387356,10
0,7387356,11
10,7387357,4
10,7387357,5
9,7387357,6
11,7387365,3
9,7387365,4
8,7387365,5
6,7387365,6
3,7387365,7
12,7387367,4
7,7387367,6
10,7387368,3
11,7387368,4
6,7387368,5
4,7387368,6
5,7387369,2
2,7387369,3
8,7387370,5
4,7387371,2
1,7387372,4
8,7387373,3
2,7387373,4
3,7387374,3
3,7387375,3
1,7387375,4
12,7387380,5
10,7387380,6
5,7387381,3
2,7387381,4
7,7387385,3
3,7387385,4
2,7387386,3
0,7387386,4
10,7387387,6
8,7387387,7
8,7387388,2
5,7387388,3
5,7387389,3
10,7387390,3
2,7387390,4
8,7387391,3
2,7387392,2
5,7387394,3
12,7387397,4
3,7387400,3
10,7387403,4
4,7387403,5
4,7387404,3
12,7387406,4
3,7387413,3
7,7387415,3
11,7387417,2
6,7387421,3
12,7387424,4
8,7387427,3
10,7387429,2
8,7387429,3
4,7387436,3
8,7387436,4
5,7387437,4
4,7387439,3
4,7387444,3
8,7387445,2
4,7387447,3
1,7387448,4
1,7387448,5
2,7387450,3
7,7387452,3
0,7387453,3
3,7387454,3
1,7387455,4
5,7387458,4
4,7387460,3
7,7387461,5
4,7387461,6
9,7387466,3
3,7387469,4
2,7387469,5
12,7387471,3
10,7387476,3
7,7387476,4
3,7387476,5
1,7387476,6
0,7387477,3
4,7387477,4
8,7387481,3
9,7387482,3
2,7387489,3
6,7387490,2
10,7387496,4
7,7387496,5
10,7387498,3
4,7387498,4
4,7387501,4
1,7387501,5
10,7387502,4
5,7387508,3
0,7387508,4
7,7387509,4
12,7387516,4
10,7387517,5
5,7387517,6
1,7387517,7
12,7387518,4
8,7387518,5
6,7387518,6
4,7387518,7
1,7387518,8
4,7387520,5
8,7387527,4
2,7387529,4
12,7387533,5
10,7387540,7
11,7387542,3
3,7387546,3
8,7387549,2
12,7387551,4
4,7387552,4
12,7387552,7
10,7387552,8
2,7387553,3
11,7387553,7
12,7387554,4
11,7387554,5
3,7387558,3
0,7387558,4
12,7387559,3
3,7387559,4
12,7387561,3
0,7387561,4
11,7387562,3
12,7387563,3
10,7387563,4
7,7387563,5
11,7387563,7
6,7387563,8
5,7387564,3
4,7387564,4
3,7387564,5
5,7387566,5
2,7387566,6
10,7387567,2
7,7387567,5
6,7387567,6
10,7387571,4
4,7387575,3
2,7387578,3
0,7387589,5
2,7387592,2
9,7387596,2
3,7387608,4
11,7387621,4
10,7387622,4
8,7387622,5
6,7387622,6
6,7387623,7
7,7387624,3
5,7387624,4
12,7387629,3
8,7387629,4
6,7387629,5
12,7387634,4
5,7387634,5
2,7387638,5
9,7387640,4
9,7387641,4
3,7387641,5
1,7387644,5
12,7387647,3
5,7387647,4
1,7387648,3
7,7387654,2
2,7387654,3
2,7387654,4
4,7387656,5
3,7387656,8
1,7387659,3
9,7387660,4
8,7387666,3
1,7387666,4
9,7387669,4
4,7387669,5
1,7387671,4
8,7387679,4
1,7387684,3
5,7387685,5
2,7387685,6
11,7387686,6
5,7387686,7
9,7387687,3
6,7387687,4
3,7387687,5
0,7387687,6
5,7387690,5
2,7387691,4
6,7387694,3
3,7387694,4
2,7387694,5
11,7387696,3
10,7387697,5
5,7387698,4
0,7387698,5
9,7387703,3
10,7387705,2
1,7387708,6
9,7387714,2
4,7387714,3
12,7387722,4
2,7387725,2
5,7387726,3
2,7387726,4
0,7387726,5
6,7387727,2
9,7387729,4
0,7387730,3
0,7387732,3
3,7387735,3
0,7387737,3
0,7387737,4
2,7387738,4
3,7387739,3
0,7387739,4
3,7387743,3
5,7387745,4
12,7387746,3
2,7387746,4
7,7387754,3
1,7387754,4
8,7387756,3
4,7387756,4
12,7387769,2
4,7387772,2
12,7387779,3
6,7387781,3
4,7387784,4
4,7387786,3
10,7387790,4
3,7387791,3
11,7387794,3
0,7387795,3
4,7387798,5
1,7387798,6
8,7387799,3
7,7387800,3
10,7387800,4
8,7387801,3
10,7387805,3
11,7387806,4
8,7387806,5
6,7387809,3
1,7387809,4
5,7387814,3
1,7387814,4
10,7387816,3
9,7387817,4
2,7387817,6
7,7387819,3
5,7387821,3
2,7387821,4
9,7387823,4
10,7387825,6
11,7387826,3
6,7387826,4
2,7387826,5
2,7387827,3
12,7387834,3
7,7387835,2
11,7387836,4
8,7387838,5
6,7387839,4
11,7387840,5
8,7387840,6
4,7387840,7
7,7387843,3
3,7387843,4
8,7387844,3
0,7387844,4
10,7387845,4
9,7387845,5
11,7387847,3
4,7387847,4
10,7387852,4
1,7387854,2
5,7387859,3
2,7387860,4
12,7387863,3
8,7387870,3
2,7387870,4
9,7387873,3
5,7387873,4
9,7387882,3
6,7387884,4
0,7387888,3
6,7387897,3
9,7387912,2
4,7387914,3
1,7387920,3
7,7387923,4
10,7387928,3
6,7387928,4
7,7387933,2
12,7387935,2
2,7387938,2
8,7387941,3
2,7387941,4
5,7387947,4
10,7387949,4
1,7387950,4
9,7387951,3
4,7387974,4
4,7387988,3
8,7387990,4
10,7387991,4
3,7388004,5
2,7388004,6
7,7388008,4
3,7388012,3
10,7388017,3
12,7388017,2
7,7388019,5
12,7388020,4
5,7388023,3
9,7388024,4
0,7388024,5
1,7388024,8
8,7388031,3
6,7388031,4
3,7388033,3
4,7388034,3
2,7388035,3
11,7388040,4
10,7388053,4
4,7388055,4
9,7388056,4
1,7388057,4
4,7388059,4
0,7388059,5
8,7388062,4
3,7388065,3
1,7388065,4
9,7388069,3
4,7388069,4
2,7388069,5
0,7388069,6
1,7388072,3
10,7388075,3
7,7388075,4
11,7388076,3
3,7388076,4
7,7388084,3
6,7388084,4
2,7388084,5
11,7388086,4
8,7388086,5
5,7388086,6
1,7388089,3
3,7388090,4
6,7388093,3
10,7388096,5
3,7388097,4
0,7388097,7
1,7388098,3
11,7388101,4
9,7388101,5
4,7388101,6
12,7388107,3
3,7388114,2
1,7388114,3
1,7388117,2
0,7388117,3
11,7388130,3
7,7388130,4
1,7388137,2
10,7388148,5
8,7388151,5
8,7388155,3
4,7388155,4
2,7388155,5
3,7388157,3
12,7388159,2
1,7388161,3
0,7388163,3
9,7388165,3
12,7388165,4
11,7388166,3
3,7388166,4
11,7388169,4
10,7388171,5
0,7388180,4
3,7388180,6
7,7388185,5
10,7388191,5
10,7388192,3
11,7388194,3
5,7388194,4
12,7388195,3
4,7388196,4
8,7388201,4
8,7388210,3
4,7388213,3
8,7388221,3
7,7388221,5
1,7388221,6
7,7388223,3
2,7388223,6
10,7388224,4
8,7388224,5
8,7388226,4
11,7388233,3
1,7388233,4
8,7388234,4
4,7388235,4
3,7388235,5
5,7388237,4
5,7388239,3
1,7388239,4
12,7388240,4
4,7388243,5
12,7388244,3
0,7388246,5
12,7388250,4
4,7388251,4
4,7388252,5
0,7388252,6
8,7388256,3
6,7388256,4
0,7388256,7
11,7388257,4
9,7388259,3
5,7388259,4
0,7388260,3
11,7388261,4
7,7388261,5
12,7388264,4
10,7388264,5
8,7388264,6
2,7388268,3
0,7388268,4
7,7388269,3
7,7388270,3
4,7388270,4
9,7388273,2
0,7388274,3
4,7388275,5
6,7388276,5
6,7388279,3
3,7388279,4
0,7388279,5
10,7388280,4
9,7388281,3
3,7388287,3
0,7388287,4
11,7388288,6
9,7388291,4
5,7388291,5
3,7388292,3
3,7388293,3
7,7388295,3
11,7388298,3
8,7388302,5
6,7388302,6
1,7388303,5
7,7388304,3
6,7388305,3
0,7388305,4
12,7388308,2
12,7388315,4
6,7388316,6
10,7388318,6
11,7388322,5
2,7388324,2
7,7388326,2
1,7388326,3
7,7388327,3
5,7388327,4
3,7388327,5
9,7388328,2
5,7388328,3
10,7388330,3
7,7388330,4
2,7388333,3
4,7388334,4
12,7388336,3
10,7388336,4
6,7388336,5
10,7388337,3
5,7388337,4
12,7388338,3
7,7388338,4
11,7388339,3
2,7388339,4
9,7388340,3
10,7388341,3
1,7388341,4
8,7388342,3
0,7388342,4
5,7388344,2
2,7388344,3
10,7388345,3
8,7388346,3
1,7388346,4
7,7388350,3
3,7388350,4
1,7388350,5
10,7388351,3
7,7388351,4
8,7388352,3
9,7388355,2
3,7388355,3
5,7388360,3
8,7388362,4
3,7388365,3
10,7388367,5
5,7388368,3
3,7388373,3
2,7388373,5
2,7388373,7
8,7388375,3
1,7388375,4
12,7388376,5
11,7388376,6
3,7388378,3
8,7388380,3
5,7388380,4
1,7388380,5
3,7388381,3
7,7388382,3
2,7388382,4
1,7388384,3
10,7388385,5
3,7388385,6
0,7388385,7
6,7388386,5
3,7388391,3
10,7388394,4
4,7388394,5
3,7388418,3
10,7388422,4
8,7388422,5
9,7388455,3
10,7388471,3
3,7388471,5
5,7388473,2
9,7388474,3
7,7388474,4
10,7388475,2
7,7388478,4
10,7388502,3
8,7388502,4
2,7388502,5
12,7388506,2
1,7388506,3
10,7388517,3
2,7388517,4
3,7388518,2
4,7388519,3
6,7388544,3
5,7388545,3
5,7388589,3
5,7388589,4
1,7388614,4
7,7388619,4
0,7388621,3
3,7388623,4
1,7388624,3
8,7388627,4
11,7388628,2
10,7388631,3
0,7388632,3
10,7388634,4
8,7388641,3
7,7388644,3
0,7388646,3
9,7388652,3
4,7388652,5
9,7388657,4
6,7388657,5
8,7388658,3
10,7388661,3
6,7388661,4
9,7388665,3
12,7388666,3
9,7388666,4
7,7388666,5
5,7388669,3
11,7388671,3
7,7388672,5
2,7388672,6
10,7388678,4
10,7388684,3
5,7388684,4
3,7388684,5
10,7388685,4
4,7388686,3
12,7388687,4
6,7388687,5
11,7388688,3
4,7388688,4
9,7388690,5
7,7388692,3
7,7388694,4
11,7388698,4
0,7388698,5
9,7388699,3
8,7388699,4
6,7388701,3
10,7388703,4
5,7388704,3
1,7388704,4
0,7388704,5
1,7388710,4
11,7388711,3
7,7388713,3
1,7388714,3
9,7388717,3
0,7388717,4
9,7388722,3
5,7388722,4
10,7388722,5
11,7388728,4
0,7388728,5
11,7388729,3
5,7388729,4
6,7388730,3
3,7388730,4
10,7388734,3
0,7388734,4
7,7388737,3
2,7388737,4
10,7388740,3
3,7388740,4
10,7388741,3
7,7388741,4
7,7388745,3
11,7388755,4
0,7388755,5
8,7388782,2
7,7388787,3
5,7388787,4
1,7388787,5
8,7388788,4
0,7388788,6
12,7388789,3
6,7388789,4
0,7388789,5
3,7388792,3
8,7388793,3
3,7388794,2
10,7388795,3
5,7388795,4
4,7388795,5
0,7388795,6
7,7388796,4
9,7388799,3
11,7388801,4
1,7388801,5
9,7388802,5
12,7388804,3
0,7388804,5
11,7388805,4
11,7388806,4
8,7388808,2
2,7388808,3
7,7388809,4
3,7388809,5
12,7388811,3
5,7388811,4
1,7388811,5
1,7388812,3
4,7388817,2
2,7388817,3
7,7388817,5
10,7388820,2
6,7388820,3
8,7388822,4
5,7388822,5
12,7388824,4
7,7388825,3
5,7388825,4
2,7388825,5
1,7388829,3
6,7388831,3
7,7388833,3
9,7388834,4
11,7388835,3
5,7388835,4
1,7388835,5
10,7388836,3
4,7388836,4
6,7388838,2
10,7388839,5
5,7388839,6
4,7388839,7
1,7388842,3
0,7388844,3
3,7388852,3
12,7388854,3
10,7388856,4
10,7388857,3
9,7388857,4
5,7388859,5
3,7388859,6
12,7388860,3
12,7388861,4
8,7388862,3
2,7388862,4
1,7388865,3
12,7388867,5
2,7388868,3
12,7388869,4
4,7388871,3
9,7388872,5
7,7388872,6
3,7388874,3
12,7388875,5
6,7388875,6
5,7388876,3
11,7388879,3
6,7388879,4
7,7388881,4
0,7388884,6
12,7388888,3
10,7388891,2
12,7388892,2
11,7388894,4
8,7388894,5
1,7388895,5
12,7388898,3
11,7388898,4
5,7388900,4
3,7388900,5
10,7388902,2
4,7388902,3
8,7388903,3
1,7388904,3
0,7388907,3
0,7388908,3
5,7388909,2
2,7388910,3
9,7388913,5
11,7388919,4
0,7388925,3
11,7388925,5
8,7388925,6
12,7388928,2
10,7388928,3
11,7388930,3
6,7388932,3
2,7388932,4
6,7388934,3
1,7388940,3
1,7388940,4
7,7388943,2
2,7388943,3
10,7388946,3
10,7388946,4
7,7388948,3
2,7388948,4
1,7388952,4
7,7388953,2
10,7388954,4
3,7388954,6
2,7388956,3
10,7388960,3
1,7388960,4
12,7388961,2
6,7388961,3
11,7388964,3
5,7388965,4
7,7388966,3
4,7388966,4
0,7388971,2
11,7388975,3
10,7388978,3
6,7388978,4
7,7388983,3
7,7388984,3
11,7388987,3
9,7388987,4
10,7388989,5
11,7388995,4
7,7388995,5
6,7388997,4
10,7388998,3
8,7388998,4
10,7389005,3
6,7389005,4
10,7389007,4
8,7389015,3
10,7389018,2
10,7389025,3
9,7389026,3
1,7389027,3
6,7389032,3
10,7389040,3
2,7389043,3
0,7389050,3
11,7389051,2
6,7389051,3
1,7389052,3
11,7389055,4
5,7389055,5
