"P6040","DIRECTORIO","SECUENCIA_ENCUESTA","id","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19"
67,7248004,1,"7248004-1",1933,NA,NA,566,559,1785,1564,5510,566,1933,566,1785,NA,566,NA
82,7248004,2,"7248004-2",1934,NA,NA,NA,NA,1786,1565,5511,NA,1934,NA,1786,NA,NA,NA
63,7248007,1,"7248007-1",1942,NA,NA,569,562,1793,1572,5533,569,1942,569,1793,NA,569,NA
65,7248009,1,"7248009-1",1948,NA,NA,571,564,1799,1577,5554,571,1948,571,1799,NA,571,NA
60,7248009,2,"7248009-2",1949,NA,NA,NA,NA,1800,1578,5555,NA,1949,NA,1800,NA,NA,NA
70,7248019,1,"7248019-1",1983,NA,NA,579,572,1830,1601,5628,579,1983,579,1830,NA,579,NA
79,7248022,1,"7248022-1",1989,NA,NA,582,575,1835,1605,5666,582,1989,582,1835,NA,582,NA
79,7248022,2,"7248022-2",1990,NA,NA,NA,NA,1836,1606,5667,NA,1990,NA,1836,NA,NA,NA
74,7248025,1,"7248025-1",1997,NA,NA,585,578,1843,1613,5693,585,1997,585,1843,NA,585,NA
72,7248025,2,"7248025-2",1998,NA,NA,NA,NA,1844,1614,5694,NA,1998,NA,1844,NA,NA,NA
86,7248033,1,"7248033-1",2012,NA,NA,590,583,1856,1623,5756,590,2012,590,1856,NA,590,NA
75,7248035,1,"7248035-1",2015,NA,NA,592,585,1859,1626,5780,592,2015,592,1859,NA,592,NA
80,7248039,1,"7248039-1",2023,NA,NA,596,589,1867,1633,5829,596,2023,596,1867,NA,596,NA
75,7248048,1,"7248048-1",2040,NA,NA,602,594,1883,1647,5884,602,2040,602,1883,NA,602,NA
72,7248048,2,"7248048-2",2041,NA,NA,NA,NA,1884,1648,5885,NA,2041,NA,1884,NA,NA,NA
62,7248049,1,"7248049-1",2042,NA,179,603,595,1885,1649,5887,603,2042,603,1885,NA,603,NA
77,7248063,1,"7248063-1",2060,NA,NA,608,600,1903,1665,5923,608,2060,608,1903,47,608,NA
65,7248063,2,"7248063-2",2061,NA,NA,NA,NA,1904,1666,5924,NA,2061,NA,1904,48,NA,NA
67,7248064,1,"7248064-1",2063,NA,NA,609,601,1906,1668,5925,609,2063,609,1906,NA,609,NA
70,7248064,2,"7248064-2",2064,NA,NA,NA,NA,1907,1669,5926,NA,2064,NA,1907,NA,NA,NA
68,7248066,1,"7248066-1",2079,NA,NA,612,603,1922,1681,5934,612,2079,612,1922,NA,612,NA
69,7248068,1,"7248068-1",2084,NA,NA,614,605,1926,1685,5940,614,2084,614,1926,NA,614,NA
68,7248088,1,"7248088-1",2128,NA,186,629,620,1967,1719,6029,629,2128,629,1967,NA,629,NA
65,7248088,2,"7248088-2",2129,NA,NA,NA,NA,1968,1720,6030,NA,2129,NA,1968,NA,NA,NA
68,7248090,1,"7248090-1",2134,26,187,630,621,1973,1724,6031,630,2134,630,1973,NA,630,NA
82,7248090,2,"7248090-2",2135,NA,188,NA,NA,1974,1725,6032,NA,2135,NA,1974,NA,NA,NA
78,7248094,2,"7248094-2",2147,NA,NA,NA,NA,1985,1735,6055,NA,2147,NA,1985,NA,NA,NA
66,7248094,3,"7248094-3",2148,NA,NA,NA,NA,1986,1736,6056,NA,2148,NA,1986,NA,NA,NA
61,7248094,4,"7248094-4",2149,NA,NA,NA,NA,1987,1737,6057,NA,2149,NA,1987,NA,NA,NA
83,7248097,1,"7248097-1",2157,NA,NA,635,626,1993,1741,6081,635,2157,635,1993,NA,635,NA
67,7248101,1,"7248101-1",2161,NA,NA,637,628,1997,1745,6090,637,2161,637,1997,49,637,NA
62,7248101,2,"7248101-2",2162,NA,NA,NA,NA,1998,1746,6091,NA,2162,NA,1998,50,NA,NA
70,7248108,2,"7248108-2",2179,NA,NA,NA,NA,2015,1760,6119,NA,2179,NA,2015,NA,NA,NA
73,7248111,1,"7248111-1",2182,NA,NA,643,634,2018,1763,6143,643,2182,643,2018,NA,643,NA
64,7248111,2,"7248111-2",2183,NA,NA,NA,NA,2019,1764,6144,NA,2183,NA,2019,NA,NA,NA
80,7248112,3,"7248112-3",2187,NA,NA,NA,NA,2023,1768,6149,NA,2187,NA,2023,NA,NA,NA
63,7248115,1,"7248115-1",2190,NA,NA,646,637,2026,1771,6163,646,2190,646,2026,NA,646,NA
82,7248115,2,"7248115-2",2191,NA,NA,NA,NA,2027,1772,6164,NA,2191,NA,2027,NA,NA,NA
72,7248117,1,"7248117-1",2193,NA,NA,648,639,2029,1774,6184,648,2193,648,2029,51,648,NA
69,7248117,2,"7248117-2",2194,NA,NA,NA,NA,2030,1775,6185,NA,2194,NA,2030,52,NA,NA
85,7248117,3,"7248117-3",2195,NA,NA,NA,NA,2031,1776,6186,NA,2195,NA,2031,NA,NA,NA
68,7248121,1,"7248121-1",2201,NA,NA,650,641,2037,1780,6200,650,2201,650,2037,NA,650,NA
89,7248125,1,"7248125-1",2213,NA,NA,655,645,2047,1788,6250,655,2213,655,2047,NA,655,NA
83,7248125,2,"7248125-2",2214,NA,NA,NA,NA,2048,1789,6261,NA,2214,NA,2048,NA,NA,NA
66,7248126,1,"7248126-1",2217,NA,NA,656,646,2051,1792,6262,656,2217,656,2051,NA,656,NA
64,7248127,2,"7248127-2",2220,NA,NA,NA,NA,2054,1795,6266,NA,2220,NA,2054,NA,NA,NA
67,7248138,1,"7248138-1",2241,NA,NA,666,656,2075,1813,6377,666,2241,666,2075,NA,666,NA
61,7248142,2,"7248142-2",2250,NA,NA,NA,NA,2083,1821,6425,NA,2250,NA,2083,56,NA,NA
69,7248144,1,"7248144-1",2254,NA,NA,672,661,2087,1825,6444,672,2254,672,2087,57,672,NA
65,7248144,2,"7248144-2",2255,NA,NA,NA,NA,2088,1826,6445,NA,2255,NA,2088,58,NA,NA
61,7248147,2,"7248147-2",2265,NA,NA,NA,NA,2098,1835,6479,NA,2265,NA,2098,NA,NA,NA
81,7248171,1,"7248171-1",2301,NA,NA,687,676,2133,1867,6603,687,2301,687,2133,NA,687,NA
77,7248172,4,"7248172-4",2305,NA,NA,NA,NA,2137,1870,6618,NA,2305,NA,2137,NA,NA,NA
93,7248173,5,"7248173-5",2310,NA,NA,NA,NA,2142,1875,NA,NA,2310,NA,2142,NA,NA,NA
61,7248174,1,"7248174-1",2311,NA,NA,690,679,2143,1876,6624,690,2311,690,2143,NA,690,NA
62,7248174,2,"7248174-2",2312,NA,NA,NA,NA,2144,1877,6625,NA,2312,NA,2144,NA,NA,NA
63,7248176,1,"7248176-1",2317,NA,NA,692,681,2149,1881,6647,692,2317,692,2149,63,692,NA
65,7248177,1,"7248177-1",2319,NA,NA,693,682,2151,1883,6659,693,2319,693,2151,NA,693,NA
69,7248177,2,"7248177-2",2320,NA,NA,NA,NA,2152,1884,6660,NA,2320,NA,2152,NA,NA,NA
82,7248179,4,"7248179-4",2328,NA,NA,NA,NA,2159,1890,6677,NA,2328,NA,2159,NA,NA,NA
91,7248183,1,"7248183-1",2336,NA,NA,699,688,2167,1897,6729,699,2336,699,2167,NA,699,NA
76,7248185,1,"7248185-1",2340,NA,NA,701,690,2171,1901,6751,701,2340,701,2171,NA,701,NA
67,7248185,2,"7248185-2",2341,NA,NA,NA,NA,2172,1902,6752,NA,2341,NA,2172,NA,NA,NA
68,7248187,3,"7248187-3",2345,NA,NA,NA,NA,2176,1906,6774,NA,2345,NA,2176,NA,NA,NA
62,7248191,1,"7248191-1",2354,NA,NA,707,696,2185,1915,6814,707,2354,707,2185,NA,707,NA
60,7248195,1,"7248195-1",2359,NA,NA,709,698,2190,1920,6832,709,2359,709,2190,NA,709,NA
84,7248198,1,"7248198-1",2367,NA,NA,712,701,2198,1925,6849,712,2367,712,2198,NA,712,NA
84,7248198,2,"7248198-2",2368,NA,NA,NA,NA,2199,1926,6850,NA,2368,NA,2199,NA,NA,NA
66,7248206,1,"7248206-1",2386,NA,NA,718,707,2217,1943,6888,718,2386,718,2217,NA,718,NA
64,7248206,2,"7248206-2",2387,NA,NA,NA,NA,2218,1944,6889,NA,2387,NA,2218,NA,NA,NA
64,7248225,1,"7248225-1",2412,NA,NA,725,714,2241,1964,6922,725,2412,725,2241,NA,725,NA
63,7248229,1,"7248229-1",2418,NA,NA,728,717,2247,1970,6930,728,2418,728,2247,NA,728,NA
63,7248229,2,"7248229-2",2419,NA,NA,NA,NA,2248,1971,6931,NA,2419,NA,2248,NA,NA,NA
65,7248232,1,"7248232-1",2422,NA,NA,730,719,2251,1974,NA,730,2422,730,2251,NA,730,NA
70,7248232,2,"7248232-2",2423,NA,NA,NA,NA,2252,1975,NA,NA,2423,NA,2252,NA,NA,NA
61,7248234,2,"7248234-2",2429,NA,NA,NA,NA,2257,1980,NA,NA,2429,NA,2257,NA,NA,NA
62,7248242,5,"7248242-5",2446,NA,NA,NA,NA,2272,1991,NA,NA,2446,NA,2272,NA,NA,NA
68,7248243,1,"7248243-1",2448,NA,NA,738,727,2274,1993,7045,738,2448,738,2274,69,738,NA
60,7248243,2,"7248243-2",2449,NA,NA,NA,NA,2275,1994,7046,NA,2449,NA,2275,70,NA,NA
70,7248247,5,"7248247-5",2464,NA,NA,NA,NA,2289,2004,7087,NA,2464,NA,2289,NA,NA,NA
80,7248250,1,"7248250-1",2468,NA,NA,743,732,2293,2008,7114,743,2468,743,2293,NA,743,NA
74,7248250,2,"7248250-2",2469,NA,NA,NA,NA,2294,2009,7115,NA,2469,NA,2294,NA,NA,NA
66,7248253,1,"7248253-1",2470,NA,NA,744,733,2295,2010,7130,744,2470,744,2295,NA,744,NA
91,7248253,2,"7248253-2",2471,NA,NA,NA,NA,2296,2011,7131,NA,2471,NA,2296,NA,NA,NA
69,7248264,1,"7248264-1",2486,NA,NA,750,739,2310,2023,7195,750,2486,750,2310,NA,750,NA
69,7248266,1,"7248266-1",2487,NA,NA,751,740,2311,2024,7214,751,2487,751,2311,NA,751,NA
67,7248266,2,"7248266-2",2488,NA,NA,NA,NA,2312,2025,7215,NA,2488,NA,2312,NA,NA,NA
68,7248269,1,"7248269-1",2498,NA,NA,754,743,2322,2034,7244,754,2498,754,2322,NA,754,NA
61,7248270,1,"7248270-1",2500,NA,NA,755,744,2324,2036,7251,755,2500,755,2324,NA,755,NA
71,7248272,1,"7248272-1",2508,NA,NA,757,746,2330,2042,7263,757,2508,757,2330,NA,757,NA
70,7248280,5,"7248280-5",2532,NA,NA,NA,NA,2352,2061,7298,NA,2532,NA,2352,NA,NA,NA
63,7248287,1,"7248287-1",2542,NA,NA,768,757,2362,2071,7329,768,2542,768,2362,NA,768,NA
60,7248288,2,"7248288-2",2544,NA,NA,NA,NA,2364,2073,NA,NA,2544,NA,2364,NA,NA,NA
64,7248291,1,"7248291-1",2551,NA,NA,771,760,2371,2079,7331,771,2551,771,2371,NA,771,NA
73,7248304,1,"7248304-1",2569,NA,NA,779,768,2389,2095,7386,779,2569,779,2389,NA,779,NA
61,7248304,2,"7248304-2",2570,NA,NA,NA,NA,2390,2096,7387,NA,2570,NA,2390,NA,NA,NA
70,7248310,1,"7248310-1",2583,NA,NA,785,773,2402,2107,7443,785,2583,785,2402,NA,785,NA
65,7248314,1,"7248314-1",2588,NA,NA,788,776,2406,2111,7473,788,2588,788,2406,NA,788,NA
63,7248315,1,"7248315-1",2589,NA,NA,789,777,2407,2112,7475,789,2589,789,2407,NA,789,NA
70,7248322,2,"7248322-2",2609,NA,NA,NA,NA,2426,2128,7521,NA,2609,NA,2426,NA,NA,NA
68,7248334,1,"7248334-1",2637,NA,NA,803,791,2453,2151,7608,803,2637,803,2453,NA,803,NA
65,7248334,2,"7248334-2",2638,NA,NA,NA,NA,2454,2152,7609,NA,2638,NA,2454,NA,NA,NA
66,7248339,1,"7248339-1",2649,NA,NA,808,795,2463,2159,NA,808,2649,808,2463,NA,808,NA
84,7248340,9,"7248340-9",2659,NA,NA,NA,NA,2470,2165,NA,NA,2659,NA,2470,NA,NA,NA
64,7248342,7,"7248342-7",2670,NA,NA,NA,NA,2480,2173,NA,NA,2670,NA,2480,NA,NA,NA
92,7248343,1,"7248343-1",2671,NA,NA,812,799,2481,2174,7646,812,2671,812,2481,NA,812,NA
84,7248343,2,"7248343-2",2672,NA,NA,NA,NA,2482,2175,NA,NA,2672,NA,2482,NA,NA,NA
73,7248344,1,"7248344-1",2674,NA,NA,813,800,2484,2177,7647,813,2674,813,2484,NA,813,NA
71,7248345,1,"7248345-1",2677,NA,NA,814,801,2487,2180,7659,814,2677,814,2487,83,814,NA
72,7248345,2,"7248345-2",2678,NA,NA,NA,NA,2488,2181,7660,NA,2678,NA,2488,84,NA,NA
73,7248347,1,"7248347-1",2681,NA,NA,815,802,2491,2184,7674,815,2681,815,2491,NA,815,NA
68,7248348,1,"7248348-1",2683,NA,NA,816,803,2493,2186,7679,816,2683,816,2493,NA,816,NA
77,7248356,1,"7248356-1",2692,NA,NA,820,807,2502,2194,7690,820,2692,820,2502,NA,820,NA
81,7248364,1,"7248364-1",2707,NA,NA,826,813,2517,2208,7731,826,2707,826,2517,NA,826,NA
76,7248366,1,"7248366-1",2708,NA,NA,827,814,2518,2209,7733,827,2708,827,2518,NA,827,NA
81,7248367,1,"7248367-1",2709,NA,NA,828,815,2519,2210,7745,828,2709,828,2519,NA,828,NA
86,7248374,1,"7248374-1",2718,NA,NA,832,819,2528,2217,7762,832,2718,832,2528,NA,832,NA
69,7248378,1,"7248378-1",2734,NA,NA,836,823,2544,2231,7785,836,2734,836,2544,NA,836,NA
74,7248381,1,"7248381-1",2735,NA,NA,837,824,2545,2232,7786,837,2735,837,2545,NA,837,NA
62,7248383,1,"7248383-1",2738,NA,NA,838,825,2548,2235,7798,838,2738,838,2548,NA,838,NA
69,7248385,1,"7248385-1",2740,NA,NA,839,826,2550,2237,7811,839,2740,839,2550,NA,839,NA
63,7248385,2,"7248385-2",2741,NA,NA,NA,NA,2551,2238,7812,NA,2741,NA,2551,NA,NA,NA
66,7248385,5,"7248385-5",2744,NA,NA,NA,NA,2554,2241,7815,NA,2744,NA,2554,NA,NA,NA
76,7248388,1,"7248388-1",2748,NA,NA,841,828,2558,2244,7834,841,2748,841,2558,NA,841,NA
72,7248388,2,"7248388-2",2749,NA,NA,NA,NA,2559,2245,7835,NA,2749,NA,2559,NA,NA,NA
63,7248391,1,"7248391-1",2759,NA,NA,844,831,2567,2252,7871,844,2759,844,2567,NA,844,NA
66,7248395,1,"7248395-1",2781,NA,NA,848,835,2588,2270,7913,848,2781,848,2588,NA,848,NA
66,7248398,1,"7248398-1",2790,NA,NA,851,838,2595,2277,7956,851,2790,851,2595,NA,851,NA
68,7248398,2,"7248398-2",2791,NA,NA,NA,NA,2596,2278,7957,NA,2791,NA,2596,NA,NA,NA
64,7248403,5,"7248403-5",2809,NA,NA,NA,NA,2611,2291,8011,NA,2809,NA,2611,NA,NA,NA
61,7248408,1,"7248408-1",2827,NA,NA,861,848,2629,2308,8062,861,2827,861,2629,NA,861,NA
79,7248412,4,"7248412-4",2836,NA,NA,NA,NA,2637,2316,8085,NA,2836,NA,2637,NA,NA,NA
68,7248413,4,"7248413-4",2840,NA,NA,NA,NA,2641,2319,8098,NA,2840,NA,2641,NA,NA,NA
83,7248419,1,"7248419-1",2848,NA,NA,869,855,2648,2325,8154,869,2848,869,2648,NA,869,NA
76,7248423,1,"7248423-1",2859,NA,NA,873,859,2658,2333,8201,873,2859,873,2658,NA,873,NA
64,7248427,1,"7248427-1",2867,NA,NA,877,863,2666,2339,8252,877,2867,877,2666,NA,877,NA
61,7248430,1,"7248430-1",2868,NA,NA,878,864,2667,2340,8268,878,2868,878,2667,NA,878,NA
60,7248430,2,"7248430-2",2869,NA,NA,NA,NA,2668,2341,8269,NA,2869,NA,2668,NA,NA,NA
65,7248431,1,"7248431-1",2870,NA,NA,879,865,2669,2342,8283,879,2870,879,2669,NA,879,NA
60,7248433,4,"7248433-4",2879,NA,NA,NA,NA,2677,2349,8315,NA,2879,NA,2677,NA,NA,NA
76,7248437,1,"7248437-1",2888,NA,NA,884,870,2686,2356,8364,884,2888,884,2686,NA,884,NA
76,7248438,4,"7248438-4",2894,NA,NA,NA,NA,2692,2362,8384,NA,2894,NA,2692,NA,NA,NA
77,7248443,1,"7248443-1",2904,NA,NA,889,875,2700,2370,8445,889,2904,889,2700,NA,889,NA
89,7248445,1,"7248445-1",2912,NA,NA,891,877,2708,2378,8476,891,2912,891,2708,NA,891,NA
61,7248455,4,"7248455-4",2943,NA,NA,NA,NA,2738,2406,8631,NA,2943,NA,2738,NA,NA,NA
62,7248462,1,"7248462-1",2966,NA,256,906,892,2759,2425,8694,906,2966,906,2759,NA,906,NA
81,7248465,1,"7248465-1",2979,NA,NA,909,895,2772,2436,8728,909,2979,909,2772,NA,909,NA
78,7248466,1,"7248466-1",2980,NA,NA,910,896,2773,2437,8740,910,2980,910,2773,NA,910,NA
78,7248466,2,"7248466-2",2981,NA,NA,NA,NA,2774,2438,8741,NA,2981,NA,2774,NA,NA,NA
73,7248468,1,"7248468-1",2985,NA,NA,912,898,2778,2442,8771,912,2985,912,2778,NA,912,NA
71,7248469,1,"7248469-1",2986,NA,NA,913,899,2779,2443,8783,913,2986,913,2779,NA,913,NA
62,7248470,2,"7248470-2",2988,NA,NA,NA,NA,2781,2445,8801,NA,2988,NA,2781,NA,NA,NA
66,7248473,1,"7248473-1",2998,NA,NA,917,903,2791,2454,8856,917,2998,917,2791,NA,917,NA
69,7248490,1,"7248490-1",3035,NA,NA,929,915,2825,2482,9024,929,3035,929,2825,NA,929,NA
66,7248490,2,"7248490-2",3036,NA,NA,930,NA,2826,2484,9025,930,3036,930,2826,NA,930,344
77,7248491,1,"7248491-1",3040,NA,NA,931,916,2830,2486,9044,931,3040,931,2830,NA,931,NA
67,7248491,2,"7248491-2",3041,NA,NA,NA,NA,2831,2487,9045,NA,3041,NA,2831,NA,NA,NA
73,7248492,1,"7248492-1",3043,NA,NA,932,917,2833,2489,9059,932,3043,932,2833,NA,932,NA
70,7248493,1,"7248493-1",3044,NA,NA,933,918,2834,2490,9073,933,3044,933,2834,NA,933,NA
61,7248498,2,"7248498-2",3060,NA,NA,NA,NA,2849,2504,9142,NA,3060,NA,2849,94,NA,NA
67,7248502,1,"7248502-1",3069,NA,NA,941,926,2858,2512,9170,941,3069,941,2858,NA,941,NA
62,7248502,2,"7248502-2",3070,NA,NA,NA,NA,2859,2513,9171,NA,3070,NA,2859,NA,NA,NA
79,7248504,1,"7248504-1",3075,NA,NA,943,928,2864,2517,9203,943,3075,943,2864,NA,943,NA
75,7248504,2,"7248504-2",3076,NA,NA,NA,NA,2865,2518,9204,NA,3076,NA,2865,NA,NA,NA
69,7248505,1,"7248505-1",3078,NA,NA,944,929,2867,2520,9216,944,3078,944,2867,NA,944,NA
61,7248505,2,"7248505-2",3079,NA,NA,NA,NA,2868,2521,9217,NA,3079,NA,2868,NA,NA,NA
62,7248507,5,"7248507-5",3087,NA,NA,NA,NA,2876,2527,9244,NA,3087,NA,2876,NA,NA,NA
64,7248514,1,"7248514-1",3104,NA,NA,952,937,2893,2541,9335,952,3104,952,2893,NA,952,NA
64,7248522,1,"7248522-1",3121,NA,NA,958,943,2908,2554,9403,958,3121,958,2908,NA,958,NA
64,7248527,1,"7248527-1",3132,NA,NA,965,946,2919,2564,9478,965,3132,965,2919,NA,965,NA
78,7248528,1,"7248528-1",3133,NA,NA,966,947,2920,2565,9489,966,3133,966,2920,NA,966,NA
61,7248532,1,"7248532-1",3136,NA,NA,968,949,2923,2568,9504,968,3136,968,2923,NA,968,NA
70,7248533,1,"7248533-1",3137,NA,NA,969,950,2924,2569,9508,969,3137,969,2924,NA,969,NA
75,7248534,1,"7248534-1",3138,NA,NA,970,951,2925,2570,NA,970,3138,970,2925,NA,970,NA
60,7248538,1,"7248538-1",3141,NA,NA,972,953,2928,2573,9533,972,3141,972,2928,NA,972,NA
82,7248538,2,"7248538-2",3142,NA,NA,NA,NA,2929,2574,9534,NA,3142,NA,2929,NA,NA,NA
72,7248539,1,"7248539-1",3143,NA,NA,973,954,2930,2575,9544,973,3143,973,2930,NA,973,NA
80,7248540,1,"7248540-1",3144,NA,NA,974,955,2931,2576,9546,974,3144,974,2931,NA,974,NA
69,7248541,1,"7248541-1",3145,NA,NA,975,956,2932,2577,9547,975,3145,975,2932,NA,975,NA
72,7248541,2,"7248541-2",3146,NA,NA,NA,NA,2933,2578,9548,NA,3146,NA,2933,NA,NA,NA
73,7248542,1,"7248542-1",3147,35,NA,976,957,2934,2579,9551,976,3147,976,2934,NA,976,NA
72,7248542,2,"7248542-2",3148,36,NA,NA,NA,2935,2580,9552,NA,3148,NA,2935,NA,NA,NA
67,7248545,1,"7248545-1",3161,NA,NA,978,959,2947,2590,9585,978,3161,978,2947,NA,978,NA
67,7248545,2,"7248545-2",3162,NA,NA,NA,NA,2948,2591,9586,NA,3162,NA,2948,NA,NA,NA
69,7248550,1,"7248550-1",3172,NA,NA,982,963,2958,2600,9618,982,3172,982,2958,NA,982,NA
85,7248552,2,"7248552-2",3179,NA,NA,NA,NA,2965,2607,9633,NA,3179,NA,2965,NA,NA,NA
79,7248554,1,"7248554-1",3185,NA,NA,986,967,2971,2613,9656,986,3185,986,2971,101,986,NA
77,7248554,2,"7248554-2",3186,NA,NA,NA,NA,2972,2614,9657,NA,3186,NA,2972,102,NA,NA
60,7248556,1,"7248556-1",3190,NA,NA,988,969,2975,2617,9677,988,3190,988,2975,NA,988,NA
77,7248557,1,"7248557-1",3191,NA,NA,989,970,2976,2618,9683,989,3191,989,2976,NA,989,NA
72,7248557,2,"7248557-2",3192,NA,NA,NA,NA,2977,2619,9684,NA,3192,NA,2977,NA,NA,NA
81,7248559,1,"7248559-1",3193,NA,NA,990,971,2978,2620,9698,990,3193,990,2978,NA,990,NA
73,7248561,1,"7248561-1",3196,NA,NA,992,973,2981,2623,9707,992,3196,992,2981,NA,992,NA
78,7248561,2,"7248561-2",3197,NA,NA,NA,NA,2982,2624,9708,NA,3197,NA,2982,NA,NA,NA
71,7248563,2,"7248563-2",3204,NA,NA,NA,NA,2988,2629,9730,NA,3204,NA,2988,NA,NA,NA
70,7248564,1,"7248564-1",3205,NA,NA,995,976,2989,2630,9738,995,3205,995,2989,NA,995,NA
74,7248566,5,"7248566-5",3212,NA,NA,NA,NA,2996,2637,9768,NA,3212,NA,2996,NA,NA,NA
74,7248567,1,"7248567-1",3213,NA,NA,998,979,2997,2638,9778,998,3213,998,2997,NA,998,NA
68,7248567,2,"7248567-2",3214,NA,NA,NA,NA,2998,2639,9779,NA,3214,NA,2998,NA,NA,NA
82,7248568,1,"7248568-1",3215,NA,NA,999,980,2999,2640,9785,999,3215,999,2999,NA,999,NA
69,7248568,2,"7248568-2",3216,NA,NA,NA,NA,3000,2641,9786,NA,3216,NA,3000,NA,NA,NA
86,7248571,5,"7248571-5",3223,NA,NA,NA,NA,3007,2647,9813,NA,3223,NA,3007,NA,NA,NA
81,7248572,1,"7248572-1",3224,NA,NA,1003,984,3008,2648,9824,1003,3224,1003,3008,NA,1003,NA
89,7248574,1,"7248574-1",3229,NA,NA,1005,986,3011,2651,9841,1005,3229,1005,3011,NA,1005,NA
84,7248575,1,"7248575-1",3230,NA,NA,1006,987,3012,2652,9851,1006,3230,1006,3012,103,1006,NA
84,7248575,2,"7248575-2",3231,NA,NA,NA,NA,3013,2653,9852,NA,3231,NA,3013,104,NA,NA
62,7248578,1,"7248578-1",3235,NA,NA,1008,989,3017,2657,9874,1008,3235,1008,3017,NA,1008,NA
61,7248579,1,"7248579-1",3236,NA,NA,1009,990,3018,2658,9884,1009,3236,1009,3018,NA,1009,NA
70,7248580,1,"7248580-1",3237,NA,NA,1010,991,3019,2659,9890,1010,3237,1010,3019,NA,1010,NA
69,7248580,2,"7248580-2",3238,NA,NA,NA,NA,3020,2660,9891,NA,3238,NA,3020,NA,NA,NA
61,7248582,1,"7248582-1",3241,NA,NA,1012,993,3023,2663,9920,1012,3241,1012,3023,NA,1012,NA
64,7248583,1,"7248583-1",3242,NA,NA,1013,994,3024,2664,9930,1013,3242,1013,3024,NA,1013,NA
86,7248591,1,"7248591-1",3256,NA,NA,1020,1001,3038,2676,10014,1020,3256,1020,3038,NA,1020,NA
73,7248591,2,"7248591-2",3257,NA,NA,NA,NA,3039,2677,10015,NA,3257,NA,3039,NA,NA,NA
86,7248593,2,"7248593-2",3261,NA,NA,NA,NA,3043,2681,10032,NA,3261,NA,3043,NA,NA,NA
86,7248593,3,"7248593-3",3262,NA,NA,NA,NA,3044,2682,10033,NA,3262,NA,3044,NA,NA,NA
78,7248596,2,"7248596-2",3273,NA,NA,NA,NA,3054,2691,10064,NA,3273,NA,3054,NA,NA,NA
68,7248598,1,"7248598-1",3275,NA,NA,1027,1008,3056,2693,10078,1027,3275,1027,3056,NA,1027,NA
71,7248598,2,"7248598-2",3276,NA,NA,NA,NA,3057,2694,10079,NA,3276,NA,3057,NA,NA,NA
85,7248600,1,"7248600-1",3281,NA,NA,1029,1010,3062,2699,10101,1029,3281,1029,3062,NA,1029,NA
65,7248601,1,"7248601-1",3284,NA,NA,1030,1011,3065,2702,10113,1030,3284,1030,3065,NA,1030,NA
62,7248601,2,"7248601-2",3285,NA,NA,NA,NA,3066,2703,10114,NA,3285,NA,3066,NA,NA,NA
83,7248602,1,"7248602-1",3287,NA,NA,1031,1012,3068,2705,10125,1031,3287,1031,3068,NA,1031,NA
70,7248602,2,"7248602-2",3288,NA,NA,NA,NA,3069,2706,10126,NA,3288,NA,3069,NA,NA,NA
71,7248603,1,"7248603-1",3292,NA,NA,1032,1013,3073,2710,10137,1032,3292,1032,3073,NA,1032,NA
68,7248603,2,"7248603-2",3293,NA,NA,NA,NA,3074,2711,10138,NA,3293,NA,3074,NA,NA,NA
77,7248604,1,"7248604-1",3295,NA,NA,1033,1014,3076,2713,10150,1033,3295,1033,3076,NA,1033,NA
63,7248604,2,"7248604-2",3296,NA,NA,NA,NA,3077,2714,10151,NA,3296,NA,3077,NA,NA,NA
80,7248604,4,"7248604-4",3298,NA,NA,NA,NA,3079,2716,10153,NA,3298,NA,3079,NA,NA,NA
80,7248606,1,"7248606-1",3302,NA,NA,1035,1016,3083,2719,10175,1035,3302,1035,3083,NA,1035,NA
69,7248609,1,"7248609-1",3309,NA,NA,1038,1019,3089,2725,10211,1038,3309,1038,3089,NA,1038,NA
78,7248610,1,"7248610-1",3311,NA,NA,1039,1020,3091,2727,10220,1039,3311,1039,3091,NA,1039,NA
68,7248610,2,"7248610-2",3312,NA,NA,NA,NA,3092,2728,10221,NA,3312,NA,3092,NA,NA,NA
63,7248611,1,"7248611-1",3314,NA,NA,1040,1021,3094,2730,10227,1040,3314,1040,3094,NA,1040,NA
60,7248611,2,"7248611-2",3315,NA,NA,NA,NA,3095,2731,10228,NA,3315,NA,3095,NA,NA,NA
61,7248618,1,"7248618-1",3327,NA,NA,1047,1028,3106,2741,10306,1047,3327,1047,3106,NA,1047,NA
75,7248619,1,"7248619-1",3329,NA,NA,1048,1029,3108,2743,10319,1048,3329,1048,3108,NA,1048,NA
60,7248621,1,"7248621-1",3330,NA,NA,1049,1030,3109,2744,10325,1049,3330,1049,3109,NA,1049,NA
70,7248623,1,"7248623-1",3333,NA,NA,1051,1032,3112,2747,10348,1051,3333,1051,3112,NA,1051,NA
76,7248623,2,"7248623-2",3334,NA,NA,NA,NA,3113,2748,10350,NA,3334,NA,3113,NA,NA,NA
60,7248624,1,"7248624-1",3336,NA,NA,1052,1033,3115,2750,10357,1052,3336,1052,3115,NA,1052,NA
60,7248625,1,"7248625-1",3337,NA,NA,1053,1034,3116,2751,NA,1053,3337,1053,3116,NA,1053,NA
